locus_tag	ftype	length_bp	gene	EC_number	COG	product
EGALHOAJ_00001	gene	591				
EGALHOAJ_00001	CDS	591				Putative surface protein
EGALHOAJ_00002	gene	1194	entS			
EGALHOAJ_00002	CDS	1194	entS			Enterobactin exporter EntS
EGALHOAJ_00003	gene	171				
EGALHOAJ_00003	CDS	171				hypothetical protein
EGALHOAJ_00004	gene	309				
EGALHOAJ_00004	CDS	309				hypothetical protein
EGALHOAJ_00005	gene	267				
EGALHOAJ_00005	CDS	267				hypothetical protein
EGALHOAJ_00006	gene	1809	pgcA			
EGALHOAJ_00006	CDS	1809	pgcA	5.4.2.2	COG1109	Phosphoglucomutase
EGALHOAJ_00007	gene	393	nudG			
EGALHOAJ_00007	CDS	393	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
EGALHOAJ_00008	gene	2862	uvrB			
EGALHOAJ_00008	CDS	2862	uvrB			UvrABC system protein B
EGALHOAJ_00009	gene	777				
EGALHOAJ_00009	CDS	777				putative protein
EGALHOAJ_00010	gene	447				
EGALHOAJ_00010	CDS	447				putative protein
EGALHOAJ_00011	gene	390				
EGALHOAJ_00011	CDS	390				putative protein
EGALHOAJ_00012	gene	1113				
EGALHOAJ_00012	CDS	1113				hypothetical protein
EGALHOAJ_00013	gene	327				
EGALHOAJ_00013	CDS	327				hypothetical protein
EGALHOAJ_00014	gene	288				
EGALHOAJ_00014	CDS	288				hypothetical protein
EGALHOAJ_00015	gene	795				
EGALHOAJ_00015	CDS	795				putative protein
EGALHOAJ_00016	gene	192				
EGALHOAJ_00016	CDS	192				hypothetical protein
EGALHOAJ_00017	gene	135				
EGALHOAJ_00017	CDS	135				hypothetical protein
EGALHOAJ_00018	gene	282				
EGALHOAJ_00018	CDS	282				hypothetical protein
EGALHOAJ_00019	gene	696				
EGALHOAJ_00019	CDS	696		1.-.-.-		putative oxidoreductase
EGALHOAJ_00020	gene	423				
EGALHOAJ_00020	CDS	423				hypothetical protein
EGALHOAJ_00021	gene	420				
EGALHOAJ_00021	CDS	420				hypothetical protein
EGALHOAJ_00022	gene	420				
EGALHOAJ_00022	CDS	420				hypothetical protein
EGALHOAJ_00023	gene	423				
EGALHOAJ_00023	CDS	423				hypothetical protein
EGALHOAJ_00024	gene	1539	abgT			
EGALHOAJ_00024	CDS	1539	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
EGALHOAJ_00025	gene	720	bacC			
EGALHOAJ_00025	CDS	720	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
EGALHOAJ_00026	gene	366				
EGALHOAJ_00026	CDS	366				hypothetical protein
EGALHOAJ_00027	gene	822	cntK			
EGALHOAJ_00027	CDS	822	cntK	5.1.1.24		Histidine racemase
EGALHOAJ_00028	gene	819	cntL			
EGALHOAJ_00028	CDS	819	cntL	2.5.1.152		D-histidine 2-aminobutanoyltransferase
