locus_tag	ftype	length_bp	gene	EC_number	COG	product
GFNEAOIK_00001	gene	1141				
GFNEAOIK_00001	rRNA	1141				16S ribosomal RNA (partial)
GFNEAOIK_00002	gene	597	recR			
GFNEAOIK_00002	CDS	597	recR		COG0353	Recombination protein RecR
GFNEAOIK_00003	gene	318				
GFNEAOIK_00003	CDS	318				Nucleoid-associated protein
GFNEAOIK_00004	gene	1698	ruvB			
GFNEAOIK_00004	CDS	1698	ruvB	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
GFNEAOIK_00005	gene	525				
GFNEAOIK_00005	CDS	525				hypothetical protein
GFNEAOIK_00006	gene	729	treR			
GFNEAOIK_00006	CDS	729	treR		COG2188	HTH-type transcriptional regulator TreR
GFNEAOIK_00007	gene	1641	treA			
GFNEAOIK_00007	CDS	1641	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
GFNEAOIK_00008	gene	1428	treP			
GFNEAOIK_00008	CDS	1428	treP		COG1263	PTS system trehalose-specific EIIBC component
GFNEAOIK_00009	gene	93				
GFNEAOIK_00009	tRNA	93				tRNA-Ser(tga)
GFNEAOIK_00010	gene	1464	gltB			
GFNEAOIK_00010	CDS	1464	gltB	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
GFNEAOIK_00011	gene	4503	gltA			
GFNEAOIK_00011	CDS	4503	gltA	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
GFNEAOIK_00012	gene	885	hdfR			
GFNEAOIK_00012	CDS	885	hdfR			HTH-type transcriptional regulator HdfR
GFNEAOIK_00013	gene	1113				
GFNEAOIK_00013	CDS	1113				hypothetical protein
GFNEAOIK_00014	gene	783				
GFNEAOIK_00014	CDS	783				hypothetical protein
GFNEAOIK_00015	gene	498				
GFNEAOIK_00015	CDS	498				hypothetical protein
GFNEAOIK_00016	gene	396				
GFNEAOIK_00016	CDS	396				hypothetical protein
GFNEAOIK_00017	gene	270				
GFNEAOIK_00017	CDS	270				hypothetical protein
GFNEAOIK_00018	gene	1005	sle1			
GFNEAOIK_00018	CDS	1005	sle1	3.5.1.28		N-acetylmuramoyl-L-alanine amidase sle1
GFNEAOIK_00019	gene	843	metQ			
GFNEAOIK_00019	CDS	843	metQ		COG1464	putative D-methionine-binding lipoprotein MetQ
