locus_tag	ftype	length_bp	gene	EC_number	COG	product
AIALGFFB_00001	gene	855				
AIALGFFB_00001	CDS	855				hypothetical protein
AIALGFFB_00002	gene	573	nucH			
AIALGFFB_00002	CDS	573	nucH	3.1.31.1		Thermonuclease
AIALGFFB_00003	gene	189				
AIALGFFB_00003	CDS	189				hypothetical protein
AIALGFFB_00004	gene	603	desR			
AIALGFFB_00004	CDS	603	desR		COG2197	Transcriptional regulatory protein DesR
AIALGFFB_00005	gene	1092				
AIALGFFB_00005	CDS	1092				hypothetical protein
AIALGFFB_00006	gene	732				
AIALGFFB_00006	CDS	732				hypothetical protein
AIALGFFB_00007	gene	900	lnrL			
AIALGFFB_00007	CDS	900	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
AIALGFFB_00008	gene	1482	cls			
AIALGFFB_00008	CDS	1482	cls	2.7.8.-		Cardiolipin synthase
AIALGFFB_00009	gene	198				
AIALGFFB_00009	CDS	198				hypothetical protein
AIALGFFB_00010	gene	1056	ltaE			
AIALGFFB_00010	CDS	1056	ltaE	4.1.2.48		Low specificity L-threonine aldolase
AIALGFFB_00011	gene	192				
AIALGFFB_00011	CDS	192				hypothetical protein
AIALGFFB_00012	gene	351				
AIALGFFB_00012	CDS	351				hypothetical protein
AIALGFFB_00013	gene	195				
AIALGFFB_00013	CDS	195				hypothetical protein
AIALGFFB_00014	gene	291				
AIALGFFB_00014	CDS	291				hypothetical protein
AIALGFFB_00015	gene	135				
AIALGFFB_00015	CDS	135				hypothetical protein
AIALGFFB_00016	gene	138				
AIALGFFB_00016	CDS	138				hypothetical protein
AIALGFFB_00017	gene	267				
AIALGFFB_00017	CDS	267				hypothetical protein
AIALGFFB_00018	gene	102				
AIALGFFB_00018	CDS	102				hypothetical protein
AIALGFFB_00019	gene	1296				
AIALGFFB_00019	CDS	1296				hypothetical protein
AIALGFFB_00020	gene	888				
AIALGFFB_00020	CDS	888				hypothetical protein
AIALGFFB_00021	gene	225				
AIALGFFB_00021	CDS	225				hypothetical protein
AIALGFFB_00022	gene	549	sigS			
AIALGFFB_00022	CDS	549	sigS		COG1595	RNA polymerase sigma factor SigS
AIALGFFB_00023	gene	444				
AIALGFFB_00023	CDS	444				hypothetical protein
AIALGFFB_00024	gene	444				
AIALGFFB_00024	CDS	444				hypothetical protein
AIALGFFB_00025	gene	636				
AIALGFFB_00025	CDS	636				hypothetical protein
AIALGFFB_00026	gene	621				
AIALGFFB_00026	CDS	621				hypothetical protein
AIALGFFB_00027	gene	147				
AIALGFFB_00027	CDS	147				hypothetical protein
AIALGFFB_00028	gene	714	tal			
AIALGFFB_00028	CDS	714	tal	2.2.1.2	COG0176	Transaldolase
AIALGFFB_00029	gene	303				
AIALGFFB_00029	CDS	303				hypothetical protein
AIALGFFB_00030	gene	366	crcB_1			
AIALGFFB_00030	CDS	366	crcB_1			Putative fluoride ion transporter CrcB
AIALGFFB_00031	gene	354	crcB_2			
AIALGFFB_00031	CDS	354	crcB_2		COG0239	Putative fluoride ion transporter CrcB
AIALGFFB_00032	gene	174				
AIALGFFB_00032	CDS	174				IS1182 family transposase ISSau3
