locus_tag	ftype	length_bp	gene	EC_number	COG	product
IFAAAHMD_00001	gene	723	queH			
IFAAAHMD_00001	CDS	723	queH	1.17.99.6		Epoxyqueuosine reductase QueH
IFAAAHMD_00002	gene	450				
IFAAAHMD_00002	CDS	450				hypothetical protein
IFAAAHMD_00003	gene	588				
IFAAAHMD_00003	CDS	588				hypothetical protein
IFAAAHMD_00004	gene	1683	cocE			
IFAAAHMD_00004	CDS	1683	cocE	3.1.1.84		Cocaine esterase
IFAAAHMD_00005	gene	636				
IFAAAHMD_00005	CDS	636				hypothetical protein
IFAAAHMD_00006	gene	1077				
IFAAAHMD_00006	CDS	1077				hypothetical protein
IFAAAHMD_00007	gene	384	panD			
IFAAAHMD_00007	CDS	384	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
IFAAAHMD_00008	gene	852	panC			
IFAAAHMD_00008	CDS	852	panC	6.3.2.1		Pantothenate synthetase
IFAAAHMD_00009	gene	819	panB			
IFAAAHMD_00009	CDS	819	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
IFAAAHMD_00010	gene	861				
IFAAAHMD_00010	CDS	861		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
IFAAAHMD_00011	gene	705	aldC			
IFAAAHMD_00011	CDS	705	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
