locus_tag	ftype	length_bp	gene	EC_number	COG	product
PODMHCNB_00001	gene	1077				
PODMHCNB_00001	CDS	1077				hypothetical protein
PODMHCNB_00002	gene	384	panD			
PODMHCNB_00002	CDS	384	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
PODMHCNB_00003	gene	852	panC			
PODMHCNB_00003	CDS	852	panC	6.3.2.1		Pantothenate synthetase
PODMHCNB_00004	gene	819	panB			
PODMHCNB_00004	CDS	819	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
PODMHCNB_00005	gene	861				
PODMHCNB_00005	CDS	861		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
