locus_tag	ftype	length_bp	gene	EC_number	COG	product
CMLBKDKH_00001	gene	201	cspLA			
CMLBKDKH_00001	CDS	201	cspLA		COG1278	Cold shock-like protein CspLA
CMLBKDKH_00002	gene	570				
CMLBKDKH_00002	CDS	570				hypothetical protein
CMLBKDKH_00003	gene	396				
CMLBKDKH_00003	CDS	396				hypothetical protein
CMLBKDKH_00004	gene	354				
CMLBKDKH_00004	CDS	354				hypothetical protein
CMLBKDKH_00005	gene	486				
CMLBKDKH_00005	CDS	486				IS200/IS605 family transposase ISSep3
CMLBKDKH_00006	gene	840	noc			
CMLBKDKH_00006	CDS	840	noc		COG1475	Nucleoid occlusion protein
CMLBKDKH_00007	gene	720	rsmG			
CMLBKDKH_00007	CDS	720	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
CMLBKDKH_00008	gene	1878	mnmG			
CMLBKDKH_00008	CDS	1878	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
CMLBKDKH_00009	gene	1380	mnmE			
CMLBKDKH_00009	CDS	1380	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
CMLBKDKH_00010	gene	354	rnpA			
CMLBKDKH_00010	CDS	354	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
CMLBKDKH_00011	gene	138	rpmH			
CMLBKDKH_00011	CDS	138	rpmH			50S ribosomal protein L34
CMLBKDKH_00012	gene	1362	dnaA			
CMLBKDKH_00012	CDS	1362	dnaA			Chromosomal replication initiator protein DnaA
CMLBKDKH_00013	gene	1134	dnaN			
CMLBKDKH_00013	CDS	1134	dnaN			Beta sliding clamp
CMLBKDKH_00014	gene	237				
CMLBKDKH_00014	CDS	237				hypothetical protein
CMLBKDKH_00015	gene	1113	recF			
CMLBKDKH_00015	CDS	1113	recF		COG1195	DNA replication and repair protein RecF
CMLBKDKH_00016	gene	1935	gyrB			
CMLBKDKH_00016	CDS	1935	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
CMLBKDKH_00017	gene	2670	gyrA			
CMLBKDKH_00017	CDS	2670	gyrA	5.6.2.2		DNA gyrase subunit A
CMLBKDKH_00018	gene	831	nnrD			
CMLBKDKH_00018	CDS	831	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
CMLBKDKH_00019	gene	1515	hutH			
CMLBKDKH_00019	CDS	1515	hutH	4.3.1.3		Histidine ammonia-lyase
CMLBKDKH_00020	gene	1287	serS			
CMLBKDKH_00020	CDS	1287	serS	6.1.1.11		Serine--tRNA ligase
CMLBKDKH_00021	gene	696				
CMLBKDKH_00021	CDS	696				hypothetical protein
CMLBKDKH_00022	gene	330				
CMLBKDKH_00022	CDS	330				hypothetical protein
CMLBKDKH_00023	gene	969	metXA			
CMLBKDKH_00023	CDS	969	metXA	2.3.1.31	COG2021	Homoserine O-acetyltransferase
CMLBKDKH_00024	gene	939				
CMLBKDKH_00024	CDS	939				hypothetical protein
CMLBKDKH_00025	gene	1968	gdpP			
CMLBKDKH_00025	CDS	1968	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
CMLBKDKH_00026	gene	447	rplI			
CMLBKDKH_00026	CDS	447	rplI			50S ribosomal protein L9
CMLBKDKH_00027	gene	1401	dnaC			
CMLBKDKH_00027	CDS	1401	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
CMLBKDKH_00028	gene	1284	purA			
CMLBKDKH_00028	CDS	1284	purA	6.3.4.4		Adenylosuccinate synthetase
CMLBKDKH_00029	gene	75				
CMLBKDKH_00029	tRNA	75				tRNA-Glu(ttc)
CMLBKDKH_00030	gene	73				
CMLBKDKH_00030	tRNA	73				tRNA-Asp(gtc)
CMLBKDKH_00031	gene	702	walR			
CMLBKDKH_00031	CDS	702	walR		COG0745	Transcriptional regulatory protein WalR
CMLBKDKH_00032	gene	1827	walK			
CMLBKDKH_00032	CDS	1827	walK	2.7.13.3		Sensor protein kinase WalK
CMLBKDKH_00033	gene	1284				
CMLBKDKH_00033	CDS	1284				hypothetical protein
CMLBKDKH_00034	gene	789				
CMLBKDKH_00034	CDS	789				hypothetical protein
CMLBKDKH_00035	gene	783	yycJ			
CMLBKDKH_00035	CDS	783	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
CMLBKDKH_00036	gene	2361				
