locus_tag	ftype	length_bp	gene	EC_number	COG	product
HLMBFDGP_00001	gene	183	hly			
HLMBFDGP_00001	CDS	183	hly			Alpha-hemolysin
HLMBFDGP_00002	gene	234				
HLMBFDGP_00002	CDS	234				hypothetical protein
HLMBFDGP_00003	gene	186				
HLMBFDGP_00003	CDS	186				hypothetical protein
HLMBFDGP_00004	gene	222				
HLMBFDGP_00004	CDS	222				hypothetical protein
HLMBFDGP_00005	gene	351	scn			
HLMBFDGP_00005	CDS	351	scn			Staphylococcal complement inhibitor
HLMBFDGP_00006	gene	378	fib			
HLMBFDGP_00006	CDS	378	fib			Fibrinogen-binding protein
