locus_tag	ftype	length_bp	gene	EC_number	COG	product
PKEBDKFA_00001	gene	1557				
PKEBDKFA_00001	CDS	1557				hypothetical protein
PKEBDKFA_00002	gene	936	arcC1			
PKEBDKFA_00002	CDS	936	arcC1	2.7.2.2		Carbamate kinase 1
PKEBDKFA_00003	gene	1002	argF			
PKEBDKFA_00003	CDS	1002	argF	2.1.3.3		Ornithine carbamoyltransferase
PKEBDKFA_00004	gene	726				
PKEBDKFA_00004	CDS	726				Superantigen-like protein 13
PKEBDKFA_00005	gene	726				
PKEBDKFA_00005	CDS	726				Superantigen-like protein 13
PKEBDKFA_00006	gene	747				
PKEBDKFA_00006	CDS	747				Superantigen-like protein 13
PKEBDKFA_00007	gene	198				
PKEBDKFA_00007	CDS	198				hypothetical protein
