locus_tag	ftype	length_bp	gene	EC_number	COG	product
AHOILIMA_00001	gene	126				
AHOILIMA_00001	CDS	126				hypothetical protein
AHOILIMA_00002	gene	507				
AHOILIMA_00002	CDS	507				hypothetical protein
AHOILIMA_00003	gene	396	flr			
AHOILIMA_00003	CDS	396	flr			FPRL1 inhibitory protein
AHOILIMA_00004	gene	330				
AHOILIMA_00004	CDS	330				hypothetical protein
AHOILIMA_00005	gene	168				
AHOILIMA_00005	CDS	168				hypothetical protein
AHOILIMA_00006	gene	504				
AHOILIMA_00006	CDS	504		3.1.4.-		Putative metallophosphoesterase MG207 
AHOILIMA_00007	gene	588				
AHOILIMA_00007	CDS	588		3.6.1.66		dITP/XTP pyrophosphatase
AHOILIMA_00008	gene	801	murI			
AHOILIMA_00008	CDS	801	murI	5.1.1.3		Glutamate racemase
AHOILIMA_00009	gene	816	frdB			
AHOILIMA_00009	CDS	816	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
AHOILIMA_00010	gene	1767	frdA			
AHOILIMA_00010	CDS	1767	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
AHOILIMA_00011	gene	615	sdhC			
AHOILIMA_00011	CDS	615	sdhC		COG2009	Succinate dehydrogenase cytochrome b558 subunit
AHOILIMA_00012	gene	1782	uvrC			
AHOILIMA_00012	CDS	1782	uvrC		COG0322	UvrABC system protein C
AHOILIMA_00013	gene	315	trxA			
AHOILIMA_00013	CDS	315	trxA		COG0526	Thioredoxin
AHOILIMA_00014	gene	2349	mutS2			
AHOILIMA_00014	CDS	2349	mutS2	3.1.-.-		Endonuclease MutS2
AHOILIMA_00015	gene	1713	polX			
AHOILIMA_00015	CDS	1713	polX		COG1387	DNA polymerase/3'-5' exonuclease PolX
AHOILIMA_00016	gene	522				
AHOILIMA_00016	CDS	522				hypothetical protein
AHOILIMA_00017	gene	267	zapA			
AHOILIMA_00017	CDS	267	zapA		COG3027	Cell division protein ZapA
AHOILIMA_00018	gene	939	rnhC			
AHOILIMA_00018	CDS	939	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
AHOILIMA_00019	gene	267	pheT			
AHOILIMA_00019	CDS	267	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
