locus_tag	ftype	length_bp	gene	EC_number	COG	product
DENJFJGE_00001	gene	264	rpsQ			
DENJFJGE_00001	CDS	264	rpsQ			30S ribosomal protein S17
DENJFJGE_00002	gene	369	rplN			
DENJFJGE_00002	CDS	369	rplN			50S ribosomal protein L14
DENJFJGE_00003	gene	318	rplX			
DENJFJGE_00003	CDS	318	rplX			50S ribosomal protein L24
DENJFJGE_00004	gene	540	rplE			
DENJFJGE_00004	CDS	540	rplE			50S ribosomal protein L5
DENJFJGE_00005	gene	171	rpsZ			
DENJFJGE_00005	CDS	171	rpsZ			30S ribosomal protein S14 type Z
DENJFJGE_00006	gene	399	rpsH			
DENJFJGE_00006	CDS	399	rpsH			30S ribosomal protein S8
DENJFJGE_00007	gene	537	rplF			
DENJFJGE_00007	CDS	537	rplF			50S ribosomal protein L6
DENJFJGE_00008	gene	360	rplR			
DENJFJGE_00008	CDS	360	rplR			50S ribosomal protein L18
DENJFJGE_00009	gene	501	rpsE			
DENJFJGE_00009	CDS	501	rpsE			30S ribosomal protein S5
DENJFJGE_00010	gene	180	rpmD			
DENJFJGE_00010	CDS	180	rpmD			50S ribosomal protein L30
DENJFJGE_00011	gene	441	rplO			
DENJFJGE_00011	CDS	441	rplO			50S ribosomal protein L15
DENJFJGE_00012	gene	1293	secY			
DENJFJGE_00012	CDS	1293	secY			Protein translocase subunit SecY
DENJFJGE_00013	gene	648	adk			
DENJFJGE_00013	CDS	648	adk	2.7.4.3		Adenylate kinase
DENJFJGE_00014	gene	219	infA			
DENJFJGE_00014	CDS	219	infA			Translation initiation factor IF-1
DENJFJGE_00015	gene	114	rpmJ			
DENJFJGE_00015	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
DENJFJGE_00016	gene	366	rpsM			
DENJFJGE_00016	CDS	366	rpsM			30S ribosomal protein S13
DENJFJGE_00017	gene	390	rpsK			
DENJFJGE_00017	CDS	390	rpsK			30S ribosomal protein S11
DENJFJGE_00018	gene	945	rpoA			
DENJFJGE_00018	CDS	945	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
DENJFJGE_00019	gene	369	rplQ			
DENJFJGE_00019	CDS	369	rplQ			50S ribosomal protein L17
DENJFJGE_00020	gene	921	ecfA1			
DENJFJGE_00020	CDS	921	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
DENJFJGE_00021	gene	861	ecfA2			
DENJFJGE_00021	CDS	861	ecfA2	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA2
DENJFJGE_00022	gene	807	ecfT			
DENJFJGE_00022	CDS	807	ecfT		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
DENJFJGE_00023	gene	804	truA			
DENJFJGE_00023	CDS	804	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
DENJFJGE_00024	gene	438	rplM			
DENJFJGE_00024	CDS	438	rplM			50S ribosomal protein L13
DENJFJGE_00025	gene	399	rpsI			
DENJFJGE_00025	CDS	399	rpsI			30S ribosomal protein S9
DENJFJGE_00026	gene	180				
DENJFJGE_00026	CDS	180				hypothetical protein
DENJFJGE_00027	gene	1665	alsS			
DENJFJGE_00027	CDS	1665	alsS	2.2.1.6	COG0028	Acetolactate synthase
DENJFJGE_00028	gene	705	aldC			
DENJFJGE_00028	CDS	705	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
DENJFJGE_00029	gene	426	map			
DENJFJGE_00029	CDS	426	map			Protein map
DENJFJGE_00030	gene	816				
DENJFJGE_00030	CDS	816		3.-.-.-		putative hydrolase
DENJFJGE_00031	gene	1518	tarM			
DENJFJGE_00031	CDS	1518	tarM	2.4.1.70		Poly(ribitol-phosphate) alpha-N-acetylglucosaminyltransferase
DENJFJGE_00032	gene	279				
DENJFJGE_00032	CDS	279				hypothetical protein
DENJFJGE_00033	gene	855				
DENJFJGE_00033	CDS	855				hypothetical protein
DENJFJGE_00034	gene	2427				
DENJFJGE_00034	CDS	2427		4.2.2.1		Hyaluronate lyase
DENJFJGE_00035	gene	417	adhR			
DENJFJGE_00035	CDS	417	adhR		COG0789	HTH-type transcriptional regulator AdhR
DENJFJGE_00036	gene	849				
DENJFJGE_00036	CDS	849		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
DENJFJGE_00037	gene	159				
DENJFJGE_00037	CDS	159				hypothetical protein
DENJFJGE_00038	gene	609				
DENJFJGE_00038	CDS	609				hypothetical protein
DENJFJGE_00039	gene	741	cobB			
DENJFJGE_00039	CDS	741	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
