locus_tag	ftype	length_bp	gene	EC_number	COG	product
EEDEHMMM_00001	gene	1491				
EEDEHMMM_00001	CDS	1491		3.4.21.-		putative CtpA-like serine protease
EEDEHMMM_00002	gene	510				
EEDEHMMM_00002	CDS	510				hypothetical protein
EEDEHMMM_00003	gene	1071	murG			
EEDEHMMM_00003	CDS	1071	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
EEDEHMMM_00004	gene	615				
EEDEHMMM_00004	CDS	615				hypothetical protein
EEDEHMMM_00005	gene	201				
EEDEHMMM_00005	CDS	201				hypothetical protein
EEDEHMMM_00006	gene	660	arlR			
EEDEHMMM_00006	CDS	660	arlR		COG0745	Response regulator ArlR
