locus_tag	ftype	length_bp	gene	EC_number	COG	product
COBEFPMI_00001	gene	597	recR			
COBEFPMI_00001	CDS	597	recR		COG0353	Recombination protein RecR
COBEFPMI_00002	gene	318				
COBEFPMI_00002	CDS	318				Nucleoid-associated protein
COBEFPMI_00003	gene	1698	ruvB			
COBEFPMI_00003	CDS	1698	ruvB	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
COBEFPMI_00004	gene	525				
COBEFPMI_00004	CDS	525				hypothetical protein
COBEFPMI_00005	gene	729	treR			
COBEFPMI_00005	CDS	729	treR		COG2188	HTH-type transcriptional regulator TreR
COBEFPMI_00006	gene	1641	treA			
COBEFPMI_00006	CDS	1641	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
COBEFPMI_00007	gene	1428	treP			
COBEFPMI_00007	CDS	1428	treP		COG1263	PTS system trehalose-specific EIIBC component
COBEFPMI_00008	gene	93				
COBEFPMI_00008	tRNA	93				tRNA-Ser(tga)
COBEFPMI_00009	gene	1464	gltB			
COBEFPMI_00009	CDS	1464	gltB	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
COBEFPMI_00010	gene	4500	gltA			
COBEFPMI_00010	CDS	4500	gltA	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
COBEFPMI_00011	gene	885	hdfR			
COBEFPMI_00011	CDS	885	hdfR			HTH-type transcriptional regulator HdfR
COBEFPMI_00012	gene	1113				
COBEFPMI_00012	CDS	1113				hypothetical protein
COBEFPMI_00013	gene	783				
COBEFPMI_00013	CDS	783				hypothetical protein
COBEFPMI_00014	gene	498				
COBEFPMI_00014	CDS	498				hypothetical protein
COBEFPMI_00015	gene	396	nudC			
COBEFPMI_00015	CDS	396	nudC	3.6.1.22		NADH pyrophosphatase
COBEFPMI_00016	gene	270				
COBEFPMI_00016	CDS	270				hypothetical protein
COBEFPMI_00017	gene	1119	sle1			
COBEFPMI_00017	CDS	1119	sle1	3.5.1.28		N-acetylmuramoyl-L-alanine amidase sle1
COBEFPMI_00018	gene	843	metQ			
COBEFPMI_00018	CDS	843	metQ		COG1464	putative D-methionine-binding lipoprotein MetQ
COBEFPMI_00019	gene	660	metP			
COBEFPMI_00019	CDS	660	metP		COG2011	Methionine import system permease protein MetP
COBEFPMI_00020	gene	1029	metN			
COBEFPMI_00020	CDS	1029	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
COBEFPMI_00021	gene	1143	mccB			
COBEFPMI_00021	CDS	1143	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
COBEFPMI_00022	gene	957	mccA			
COBEFPMI_00022	CDS	957	mccA	2.5.1.134	COG0031	O-acetylserine dependent cystathionine beta-synthase
COBEFPMI_00023	gene	1341				
COBEFPMI_00023	CDS	1341				hypothetical protein
COBEFPMI_00024	gene	114				
COBEFPMI_00024	CDS	114				hypothetical protein
COBEFPMI_00025	gene	735	est			
COBEFPMI_00025	CDS	735	est	3.1.1.1	COG1647	Carboxylesterase
COBEFPMI_00026	gene	675				
COBEFPMI_00026	CDS	675				hypothetical protein
COBEFPMI_00027	gene	417				
COBEFPMI_00027	CDS	417				hypothetical protein
COBEFPMI_00028	gene	363				
COBEFPMI_00028	CDS	363				hypothetical protein
COBEFPMI_00029	gene	2706				
COBEFPMI_00029	CDS	2706				hypothetical protein
COBEFPMI_00030	gene	1485	ndhB			
COBEFPMI_00030	CDS	1485	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
COBEFPMI_00031	gene	1203	yciC			
COBEFPMI_00031	CDS	1203	yciC		COG0523	Putative metal chaperone YciC
COBEFPMI_00032	gene	195				
COBEFPMI_00032	CDS	195				hypothetical protein
COBEFPMI_00033	gene	315				
COBEFPMI_00033	CDS	315				hypothetical protein
COBEFPMI_00034	gene	324				
COBEFPMI_00034	CDS	324				hypothetical protein
COBEFPMI_00035	gene	1329				
COBEFPMI_00035	CDS	1329				hypothetical protein
COBEFPMI_00036	gene	858				
COBEFPMI_00036	CDS	858				putative protein
COBEFPMI_00037	gene	798				
COBEFPMI_00037	CDS	798				putative protein
COBEFPMI_00038	gene	816	lpl2_1			
COBEFPMI_00038	CDS	816	lpl2_1			putative lipoprotein
COBEFPMI_00039	gene	783				
COBEFPMI_00039	CDS	783				putative lipoprotein
COBEFPMI_00040	gene	813	lpl2_2			
COBEFPMI_00040	CDS	813	lpl2_2			putative lipoprotein
COBEFPMI_00041	gene	309				
COBEFPMI_00041	CDS	309				hypothetical protein
COBEFPMI_00042	gene	1485				
COBEFPMI_00042	CDS	1485				hypothetical protein
COBEFPMI_00043	gene	687	ssl5_1			
COBEFPMI_00043	CDS	687	ssl5_1			Staphylococcal superantigen-like 5
COBEFPMI_00044	gene	1260				
COBEFPMI_00044	CDS	1260				hypothetical protein
COBEFPMI_00045	gene	1557				
COBEFPMI_00045	CDS	1557		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
COBEFPMI_00046	gene	684				
COBEFPMI_00046	CDS	684				Staphylococcal superantigen-like 10
COBEFPMI_00047	gene	699	ssl7_1			
COBEFPMI_00047	CDS	699	ssl7_1			Staphylococcal superantigen-like 7
COBEFPMI_00048	gene	696	ssl7_2			
COBEFPMI_00048	CDS	696	ssl7_2			Staphylococcal superantigen-like 7
COBEFPMI_00049	gene	705	ssl5_2			
COBEFPMI_00049	CDS	705	ssl5_2			Staphylococcal superantigen-like 5
COBEFPMI_00050	gene	1032	ssl3			
COBEFPMI_00050	CDS	1032	ssl3			Staphylococcal superantigen-like 3
COBEFPMI_00051	gene	702	ssl4			
COBEFPMI_00051	CDS	702	ssl4			Staphylococcal superantigen-like 4
COBEFPMI_00052	gene	681	ssl1			
COBEFPMI_00052	CDS	681	ssl1	3.4.21.-		Staphylococcal superantigen-like 1
COBEFPMI_00053	gene	846	qorB			
COBEFPMI_00053	CDS	846	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
COBEFPMI_00054	gene	360				
COBEFPMI_00054	CDS	360				hypothetical protein
COBEFPMI_00055	gene	153				
COBEFPMI_00055	CDS	153				hypothetical protein
