locus_tag	ftype	length_bp	gene	EC_number	COG	product
CNEAMKEG_00001	gene	312	rpsA			
CNEAMKEG_00001	CDS	312	rpsA			30S ribosomal protein S1
CNEAMKEG_00002	gene	1311	der_1			
CNEAMKEG_00002	CDS	1311	der_1			GTPase Der
CNEAMKEG_00003	gene	999	gpsA			
CNEAMKEG_00003	CDS	999	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
CNEAMKEG_00004	gene	273	hup			
CNEAMKEG_00004	CDS	273	hup			DNA-binding protein HU
CNEAMKEG_00005	gene	573				
CNEAMKEG_00005	CDS	573				hypothetical protein
CNEAMKEG_00006	gene	726	menG			
CNEAMKEG_00006	CDS	726	menG	2.1.1.163		Demethylmenaquinone methyltransferase
CNEAMKEG_00007	gene	945	hepT			
CNEAMKEG_00007	CDS	945	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
CNEAMKEG_00008	gene	450	ndk			
CNEAMKEG_00008	CDS	450	ndk	2.7.4.6		Nucleoside diphosphate kinase
CNEAMKEG_00009	gene	201				
CNEAMKEG_00009	CDS	201				hypothetical protein
CNEAMKEG_00010	gene	1167	aroC			
CNEAMKEG_00010	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
CNEAMKEG_00011	gene	1065	aroB			
CNEAMKEG_00011	CDS	1065	aroB	4.2.3.4		3-dehydroquinate synthase
CNEAMKEG_00012	gene	1299	aroA			
CNEAMKEG_00012	CDS	1299	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
CNEAMKEG_00013	gene	1245	bepA			
CNEAMKEG_00013	CDS	1245	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
CNEAMKEG_00014	gene	588				
CNEAMKEG_00014	CDS	588				hypothetical protein
CNEAMKEG_00015	gene	588				
CNEAMKEG_00015	CDS	588				hypothetical protein
CNEAMKEG_00016	gene	699				
CNEAMKEG_00016	CDS	699				hypothetical protein
CNEAMKEG_00017	gene	318	ypjD			
CNEAMKEG_00017	CDS	318	ypjD		COG1694	putative protein YpjD
CNEAMKEG_00018	gene	1143	bshA			
CNEAMKEG_00018	CDS	1143	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
CNEAMKEG_00019	gene	1203	cca			
CNEAMKEG_00019	CDS	1203	cca	2.7.7.72		CCA-adding enzyme
CNEAMKEG_00020	gene	972	birA			
CNEAMKEG_00020	CDS	972	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
CNEAMKEG_00021	gene	2694	dinG			
CNEAMKEG_00021	CDS	2694	dinG	3.1.-.-		3'-5' exonuclease DinG
CNEAMKEG_00022	gene	1293	asnS			
CNEAMKEG_00022	CDS	1293	asnS	6.1.1.22		Asparagine--tRNA ligase
CNEAMKEG_00023	gene	687	dnaD			
CNEAMKEG_00023	CDS	687	dnaD		COG3935	DNA replication protein DnaD
CNEAMKEG_00024	gene	660	nth			
CNEAMKEG_00024	CDS	660	nth	4.2.99.18	COG0177	Endonuclease III
CNEAMKEG_00025	gene	342				
CNEAMKEG_00025	CDS	342				hypothetical protein
CNEAMKEG_00026	gene	2184	ponA			
CNEAMKEG_00026	CDS	2184	ponA		COG0744	Penicillin-binding protein 1A/1B
CNEAMKEG_00027	gene	678	recU			
CNEAMKEG_00027	CDS	678	recU	3.1.22.4		Holliday junction resolvase RecU
CNEAMKEG_00028	gene	402				
CNEAMKEG_00028	CDS	402				hypothetical protein
CNEAMKEG_00029	gene	564				
CNEAMKEG_00029	CDS	564				hypothetical protein
CNEAMKEG_00030	gene	393	gpsB			
CNEAMKEG_00030	CDS	393	gpsB			Cell cycle protein GpsB
CNEAMKEG_00031	gene	117				
CNEAMKEG_00031	CDS	117				hypothetical protein
CNEAMKEG_00032	gene	1146	rlmL			
CNEAMKEG_00032	CDS	1146	rlmL	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
CNEAMKEG_00033	gene	333				
CNEAMKEG_00033	CDS	333				hypothetical protein
CNEAMKEG_00034	gene	1341				
CNEAMKEG_00034	CDS	1341				hypothetical protein
