locus_tag	ftype	length_bp	gene	EC_number	COG	product
AMIHLCIC_00001	gene	351				
AMIHLCIC_00001	CDS	351				hypothetical protein
AMIHLCIC_00002	gene	93				
AMIHLCIC_00002	CDS	93				hypothetical protein
AMIHLCIC_00003	gene	312				
AMIHLCIC_00003	CDS	312				hypothetical protein
AMIHLCIC_00004	gene	504				
AMIHLCIC_00004	CDS	504				hypothetical protein
AMIHLCIC_00005	gene	225				
AMIHLCIC_00005	CDS	225				hypothetical protein
AMIHLCIC_00006	gene	576				
AMIHLCIC_00006	CDS	576		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
