locus_tag	ftype	length_bp	gene	EC_number	COG	product
NPIJGLCM_00001	gene	351				
NPIJGLCM_00001	CDS	351				hypothetical protein
NPIJGLCM_00002	gene	93				
NPIJGLCM_00002	CDS	93				hypothetical protein
NPIJGLCM_00003	gene	312				
NPIJGLCM_00003	CDS	312				hypothetical protein
NPIJGLCM_00004	gene	504				
NPIJGLCM_00004	CDS	504				hypothetical protein
NPIJGLCM_00005	gene	225				
NPIJGLCM_00005	CDS	225				hypothetical protein
NPIJGLCM_00006	gene	1128	adhD			
NPIJGLCM_00006	CDS	1128	adhD	1.1.1.1	COG1062	Putative alcohol dehydrogenase D
