locus_tag	ftype	length_bp	gene	EC_number	COG	product
NNNJPOIF_00001	gene	1125	hemW			
NNNJPOIF_00001	CDS	1125	hemW		COG0635	Heme chaperone HemW
NNNJPOIF_00002	gene	1824	lepA			
NNNJPOIF_00002	CDS	1824	lepA	3.6.5.-	COG0481	Elongation factor 4
NNNJPOIF_00003	gene	252	rpsT			
NNNJPOIF_00003	CDS	252	rpsT			30S ribosomal protein S20
NNNJPOIF_00004	gene	975	yqeN			
NNNJPOIF_00004	CDS	975	yqeN		COG1466	putative protein YqeN
NNNJPOIF_00005	gene	2181	comEC			
NNNJPOIF_00005	CDS	2181	comEC		COG0658	ComE operon protein 3
NNNJPOIF_00006	gene	432	tadA			
NNNJPOIF_00006	CDS	432	tadA	3.5.4.33		tRNA-specific adenosine deaminase
NNNJPOIF_00007	gene	678	comEA			
NNNJPOIF_00007	CDS	678	comEA		COG1555	ComE operon protein 1
NNNJPOIF_00008	gene	717	tam			
NNNJPOIF_00008	CDS	717	tam	2.1.1.144		Trans-aconitate 2-methyltransferase
NNNJPOIF_00009	gene	354	rsfS			
NNNJPOIF_00009	CDS	354	rsfS		COG0799	Ribosomal silencing factor RsfS
NNNJPOIF_00010	gene	585				
NNNJPOIF_00010	CDS	585				hypothetical protein
NNNJPOIF_00011	gene	570	nadD			
NNNJPOIF_00011	CDS	570	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
NNNJPOIF_00012	gene	291	yhbY			
NNNJPOIF_00012	CDS	291	yhbY		COG1534	RNA-binding protein YhbY
NNNJPOIF_00013	gene	807	aroE			
NNNJPOIF_00013	CDS	807	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
NNNJPOIF_00014	gene	1101	yqeH			
NNNJPOIF_00014	CDS	1101	yqeH		COG1161	putative protein YqeH
NNNJPOIF_00015	gene	528				
NNNJPOIF_00015	CDS	528				hypothetical protein
NNNJPOIF_00016	gene	687	mtnN			
NNNJPOIF_00016	CDS	687	mtnN	3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
NNNJPOIF_00017	gene	270				
NNNJPOIF_00017	CDS	270				hypothetical protein
NNNJPOIF_00018	gene	753	entA			
NNNJPOIF_00018	CDS	753	entA			Enterotoxin type A
NNNJPOIF_00019	gene	159				
NNNJPOIF_00019	CDS	159				hypothetical protein
NNNJPOIF_00020	gene	1221				
NNNJPOIF_00020	CDS	1221				hypothetical protein
NNNJPOIF_00021	gene	1230	mntH			
NNNJPOIF_00021	CDS	1230	mntH			Divalent metal cation transporter MntH
NNNJPOIF_00022	gene	753	pxpA			
NNNJPOIF_00022	CDS	753	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
NNNJPOIF_00023	gene	1362	accC			
NNNJPOIF_00023	CDS	1362	accC	6.3.4.14	COG0439	Biotin carboxylase
NNNJPOIF_00024	gene	450	accB			
NNNJPOIF_00024	CDS	450	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
NNNJPOIF_00025	gene	1011	pxpC			
NNNJPOIF_00025	CDS	1011	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
NNNJPOIF_00026	gene	735	pxpB			
NNNJPOIF_00026	CDS	735	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
NNNJPOIF_00027	gene	477	greA			
NNNJPOIF_00027	CDS	477	greA			Transcription elongation factor GreA
NNNJPOIF_00028	gene	624	udk			
NNNJPOIF_00028	CDS	624	udk	2.7.1.48		Uridine kinase
NNNJPOIF_00029	gene	1269				
NNNJPOIF_00029	CDS	1269				hypothetical protein
NNNJPOIF_00030	gene	924	rlhA			
NNNJPOIF_00030	CDS	924	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
NNNJPOIF_00031	gene	639	trmR			
NNNJPOIF_00031	CDS	639	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
NNNJPOIF_00032	gene	309				
NNNJPOIF_00032	CDS	309				hypothetical protein
NNNJPOIF_00033	gene	429	yrrK			
NNNJPOIF_00033	CDS	429	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
NNNJPOIF_00034	gene	261				
NNNJPOIF_00034	CDS	261				hypothetical protein
NNNJPOIF_00035	gene	2634	alaS			
NNNJPOIF_00035	CDS	2634	alaS	6.1.1.7		Alanine--tRNA ligase
NNNJPOIF_00036	gene	2478	recD2			
NNNJPOIF_00036	CDS	2478	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
NNNJPOIF_00037	gene	669	yrrB			
NNNJPOIF_00037	CDS	669	yrrB			TPR repeat-containing protein YrrB
NNNJPOIF_00038	gene	1119	mnmA			
NNNJPOIF_00038	CDS	1119	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
NNNJPOIF_00039	gene	1143	iscS			
NNNJPOIF_00039	CDS	1143	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
NNNJPOIF_00040	gene	1014				
NNNJPOIF_00040	CDS	1014				hypothetical protein
NNNJPOIF_00041	gene	147				
NNNJPOIF_00041	CDS	147				hypothetical protein
NNNJPOIF_00042	gene	183				
NNNJPOIF_00042	CDS	183				hypothetical protein
NNNJPOIF_00043	gene	423	cymR			
NNNJPOIF_00043	CDS	423	cymR			HTH-type transcriptional regulator CymR
NNNJPOIF_00044	gene	1275				
NNNJPOIF_00044	CDS	1275			COG2256	putative AAA domain-containing protein
