locus_tag	ftype	length_bp	gene	EC_number	COG	product
BOPJEMOM_00001	gene	279				
BOPJEMOM_00001	CDS	279				hypothetical protein
BOPJEMOM_00002	gene	489	def1			
BOPJEMOM_00002	CDS	489	def1	3.5.1.88	COG0242	Peptide deformylase 1
BOPJEMOM_00003	gene	936	fmt			
BOPJEMOM_00003	CDS	936	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
BOPJEMOM_00004	gene	1308	rsmB			
BOPJEMOM_00004	CDS	1308	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
BOPJEMOM_00005	gene	1095	rlmN			
BOPJEMOM_00005	CDS	1095	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
BOPJEMOM_00006	gene	744	stp			
BOPJEMOM_00006	CDS	744	stp	3.1.3.16	COG0631	Serine/threonine phosphatase stp
BOPJEMOM_00007	gene	1995	prkC			
BOPJEMOM_00007	CDS	1995	prkC	2.7.11.1		Serine/threonine-protein kinase PrkC
BOPJEMOM_00008	gene	876	rsgA			
BOPJEMOM_00008	CDS	876	rsgA	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
BOPJEMOM_00009	gene	645	rpe			
BOPJEMOM_00009	CDS	645	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
BOPJEMOM_00010	gene	642	thiN			
BOPJEMOM_00010	CDS	642	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
BOPJEMOM_00011	gene	189	rpmB			
BOPJEMOM_00011	CDS	189	rpmB			50S ribosomal protein L28
BOPJEMOM_00012	gene	375				
BOPJEMOM_00012	CDS	375				putative protein
BOPJEMOM_00013	gene	1647				
BOPJEMOM_00013	CDS	1647				putative protein
BOPJEMOM_00014	gene	2061	recG			
BOPJEMOM_00014	CDS	2061	recG	3.6.4.12		ATP-dependent DNA helicase RecG
BOPJEMOM_00015	gene	558	fapR			
BOPJEMOM_00015	CDS	558	fapR		COG2050	Transcription factor FapR
BOPJEMOM_00016	gene	987	plsX			
BOPJEMOM_00016	CDS	987	plsX	2.3.1.274		Phosphate acyltransferase
BOPJEMOM_00017	gene	927	fabD			
BOPJEMOM_00017	CDS	927	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
