locus_tag	ftype	length_bp	gene	EC_number	COG	product
MIIMDJNA_00001	gene	726	menG			
MIIMDJNA_00001	CDS	726	menG	2.1.1.163		Demethylmenaquinone methyltransferase
MIIMDJNA_00002	gene	945	hepT			
MIIMDJNA_00002	CDS	945	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
MIIMDJNA_00003	gene	450	ndk			
MIIMDJNA_00003	CDS	450	ndk	2.7.4.6		Nucleoside diphosphate kinase
MIIMDJNA_00004	gene	201				
MIIMDJNA_00004	CDS	201				hypothetical protein
MIIMDJNA_00005	gene	1167	aroC			
MIIMDJNA_00005	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
