locus_tag	ftype	length_bp	gene	EC_number	COG	product
PGMEDMML_00001	gene	1824	mecA			
PGMEDMML_00001	CDS	1824	mecA			PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA
PGMEDMML_00002	gene	429				
PGMEDMML_00002	CDS	429				hypothetical protein
PGMEDMML_00003	gene	744	ugpQ			
PGMEDMML_00003	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
PGMEDMML_00004	gene	231				
PGMEDMML_00004	CDS	231				hypothetical protein
PGMEDMML_00005	gene	168				
PGMEDMML_00005	CDS	168				hypothetical protein
