locus_tag	ftype	length_bp	gene	EC_number	COG	product
PDHDOIKH_00001	gene	1212				
PDHDOIKH_00001	CDS	1212				hypothetical protein
PDHDOIKH_00002	gene	627				
PDHDOIKH_00002	CDS	627				hypothetical protein
PDHDOIKH_00003	gene	642				
PDHDOIKH_00003	CDS	642				hypothetical protein
PDHDOIKH_00004	gene	618				
PDHDOIKH_00004	CDS	618				hypothetical protein
PDHDOIKH_00005	gene	630				
PDHDOIKH_00005	CDS	630				hypothetical protein
PDHDOIKH_00006	gene	621				
PDHDOIKH_00006	CDS	621				hypothetical protein
PDHDOIKH_00007	gene	642				
PDHDOIKH_00007	CDS	642				hypothetical protein
PDHDOIKH_00008	gene	312				
PDHDOIKH_00008	CDS	312				hypothetical protein
PDHDOIKH_00009	gene	630				
PDHDOIKH_00009	CDS	630				hypothetical protein
PDHDOIKH_00010	gene	651				
PDHDOIKH_00010	CDS	651				hypothetical protein
PDHDOIKH_00011	gene	636				
PDHDOIKH_00011	CDS	636				hypothetical protein
PDHDOIKH_00012	gene	246				
PDHDOIKH_00012	CDS	246				hypothetical protein
PDHDOIKH_00013	gene	627				
PDHDOIKH_00013	CDS	627				hypothetical protein
PDHDOIKH_00014	gene	939	iolS			
PDHDOIKH_00014	CDS	939	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
PDHDOIKH_00015	gene	537	ywqN			
PDHDOIKH_00015	CDS	537	ywqN	1.-.-.-	COG0655	Putative NAD(P)H-dependent FMN-containing oxidoreductase YwqN
PDHDOIKH_00016	gene	477				
PDHDOIKH_00016	CDS	477				hypothetical protein
PDHDOIKH_00017	gene	1296				
PDHDOIKH_00017	CDS	1296				hypothetical protein
PDHDOIKH_00018	gene	522				
PDHDOIKH_00018	CDS	522				hypothetical protein
PDHDOIKH_00019	gene	1011	adh			
PDHDOIKH_00019	CDS	1011	adh	1.1.1.1		Alcohol dehydrogenase
PDHDOIKH_00020	gene	429	ywiB			
PDHDOIKH_00020	CDS	429	ywiB		COG4506	putative beta-barrel protein YwiB
PDHDOIKH_00021	gene	1662	argS			
PDHDOIKH_00021	CDS	1662	argS	6.1.1.19		Arginine--tRNA ligase
PDHDOIKH_00022	gene	636	nth			
PDHDOIKH_00022	CDS	636	nth	4.2.99.18		Endonuclease III
PDHDOIKH_00023	gene	888	btuF			
