locus_tag	ftype	length_bp	gene	EC_number	COG	product
OFJEEBPC_00001	gene	621				
OFJEEBPC_00001	CDS	621				hypothetical protein
OFJEEBPC_00002	gene	372				
OFJEEBPC_00002	CDS	372				hypothetical protein
OFJEEBPC_00003	gene	138				
OFJEEBPC_00003	CDS	138				hypothetical protein
OFJEEBPC_00004	gene	1005	gloB			
OFJEEBPC_00004	CDS	1005	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
OFJEEBPC_00005	gene	1491				
OFJEEBPC_00005	CDS	1491				hypothetical protein
OFJEEBPC_00006	gene	1092				
OFJEEBPC_00006	CDS	1092				hypothetical protein
OFJEEBPC_00007	gene	291				
OFJEEBPC_00007	CDS	291				hypothetical protein
OFJEEBPC_00008	gene	1788				
OFJEEBPC_00008	CDS	1788				hypothetical protein
OFJEEBPC_00009	gene	1368				
OFJEEBPC_00009	CDS	1368				hypothetical protein
OFJEEBPC_00010	gene	1629				
OFJEEBPC_00010	CDS	1629				hypothetical protein
OFJEEBPC_00011	gene	351				
OFJEEBPC_00011	CDS	351				hypothetical protein
OFJEEBPC_00012	gene	312				
OFJEEBPC_00012	CDS	312				hypothetical protein
OFJEEBPC_00013	gene	510				
OFJEEBPC_00013	CDS	510				hypothetical protein
