locus_tag	ftype	length_bp	gene	EC_number	COG	product
IKJBLBIK_00001	gene	1197				
IKJBLBIK_00001	CDS	1197				hypothetical protein
IKJBLBIK_00002	gene	768				
IKJBLBIK_00002	CDS	768				IS21 family transposase IS712
IKJBLBIK_00003	gene	393				
IKJBLBIK_00003	CDS	393				hypothetical protein
IKJBLBIK_00004	gene	390				
IKJBLBIK_00004	CDS	390				hypothetical protein
IKJBLBIK_00005	gene	375				
IKJBLBIK_00005	CDS	375				hypothetical protein
IKJBLBIK_00006	gene	474				
IKJBLBIK_00006	CDS	474				hypothetical protein
IKJBLBIK_00007	gene	414				
IKJBLBIK_00007	CDS	414				hypothetical protein
IKJBLBIK_00008	gene	1263				
IKJBLBIK_00008	CDS	1263				hypothetical protein
IKJBLBIK_00009	gene	291				
IKJBLBIK_00009	CDS	291				hypothetical protein
IKJBLBIK_00010	gene	1080				
IKJBLBIK_00010	CDS	1080				hypothetical protein
IKJBLBIK_00011	gene	4449	essC			
IKJBLBIK_00011	CDS	4449	essC		COG1674	Type VII secretion system protein EssC
IKJBLBIK_00012	gene	1335	essB			
IKJBLBIK_00012	CDS	1335	essB		COG4499	Type VII secretion system protein EssB
IKJBLBIK_00013	gene	243	esaB			
IKJBLBIK_00013	CDS	243	esaB			Type VII secretion system accessory factor EsaB
IKJBLBIK_00014	gene	459				
IKJBLBIK_00014	CDS	459				hypothetical protein
IKJBLBIK_00015	gene	3030	esaA			
IKJBLBIK_00015	CDS	3030	esaA		COG1511	Type VII secretion system accessory factor EsaA
IKJBLBIK_00016	gene	294	esxA			
IKJBLBIK_00016	CDS	294	esxA			Type VII secretion system extracellular protein A
IKJBLBIK_00017	gene	903				
IKJBLBIK_00017	CDS	903				hypothetical protein
IKJBLBIK_00018	gene	1524				
IKJBLBIK_00018	CDS	1524				hypothetical protein
IKJBLBIK_00019	gene	1167				
IKJBLBIK_00019	CDS	1167				hypothetical protein
IKJBLBIK_00020	gene	921				
IKJBLBIK_00020	CDS	921				hypothetical protein
IKJBLBIK_00021	gene	660	lnrL			
IKJBLBIK_00021	CDS	660	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
IKJBLBIK_00022	gene	966	lytM			
IKJBLBIK_00022	CDS	966	lytM	3.4.24.75	COG0739	Glycyl-glycine endopeptidase LytM
IKJBLBIK_00023	gene	645				
IKJBLBIK_00023	CDS	645		3.5.1.11		Penicillin acylase
