locus_tag	ftype	length_bp	gene	EC_number	COG	product
OCDLMJCJ_00001	gene	966	hly			
OCDLMJCJ_00001	CDS	966	hly			Alpha-hemolysin
OCDLMJCJ_00002	gene	234				
OCDLMJCJ_00002	CDS	234				hypothetical protein
OCDLMJCJ_00003	gene	186				
OCDLMJCJ_00003	CDS	186				hypothetical protein
OCDLMJCJ_00004	gene	222				
OCDLMJCJ_00004	CDS	222				hypothetical protein
OCDLMJCJ_00005	gene	351	scn			
OCDLMJCJ_00005	CDS	351	scn			Staphylococcal complement inhibitor
OCDLMJCJ_00006	gene	378	fib			
OCDLMJCJ_00006	CDS	378	fib			Fibrinogen-binding protein
