locus_tag	ftype	length_bp	gene	EC_number	COG	product
HCNAFKMD_00001	gene	702	lrgB			
HCNAFKMD_00001	CDS	702	lrgB		COG1346	Antiholin-like protein LrgB
HCNAFKMD_00002	gene	444	lrgA			
HCNAFKMD_00002	CDS	444	lrgA		COG1380	Antiholin-like protein LrgA
HCNAFKMD_00003	gene	741	lytR			
HCNAFKMD_00003	CDS	741	lytR		COG3279	Sensory transduction protein LytR
HCNAFKMD_00004	gene	1740	ypdA			
HCNAFKMD_00004	CDS	1740	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
HCNAFKMD_00005	gene	675	scdA			
HCNAFKMD_00005	CDS	675	scdA		COG2846	Iron-sulfur cluster repair protein ScdA
HCNAFKMD_00006	gene	1722	tarS			
HCNAFKMD_00006	CDS	1722	tarS	2.4.1.355		Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarS
