locus_tag	ftype	length_bp	gene	EC_number	COG	product
CHGBHGMI_00001	gene	1941	ebh			
CHGBHGMI_00001	CDS	1941	ebh			Extracellular matrix-binding protein ebh
CHGBHGMI_00002	gene	4272	ebhA			
CHGBHGMI_00002	CDS	4272	ebhA			Extracellular matrix-binding protein EbhA
CHGBHGMI_00003	gene	402	rnhA			
CHGBHGMI_00003	CDS	402	rnhA		COG0328	14.7 kDa ribonuclease H-like protein
CHGBHGMI_00004	gene	705				
CHGBHGMI_00004	CDS	705				queuosine precursor transporter
CHGBHGMI_00005	gene	222				
CHGBHGMI_00005	CDS	222				hypothetical protein
CHGBHGMI_00006	gene	252				
CHGBHGMI_00006	CDS	252				hypothetical protein
CHGBHGMI_00007	gene	1125				
CHGBHGMI_00007	CDS	1125				hypothetical protein
CHGBHGMI_00008	gene	438				
CHGBHGMI_00008	CDS	438				hypothetical protein
CHGBHGMI_00009	gene	1041	thyA			
CHGBHGMI_00009	CDS	1041	thyA	2.1.1.45	COG0207	Thymidylate synthase
CHGBHGMI_00010	gene	480	folA			
CHGBHGMI_00010	CDS	480	folA	1.5.1.3	COG0262	Dihydrofolate reductase
CHGBHGMI_00011	gene	840				
CHGBHGMI_00011	CDS	840				DegV domain-containing protein
CHGBHGMI_00012	gene	534	msrA2			
CHGBHGMI_00012	CDS	534	msrA2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA 2
CHGBHGMI_00013	gene	429	msrB			
CHGBHGMI_00013	CDS	429	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
CHGBHGMI_00014	gene	501	crr			
CHGBHGMI_00014	CDS	501	crr			PTS system glucose-specific EIIA component
CHGBHGMI_00015	gene	222				
CHGBHGMI_00015	CDS	222				hypothetical protein
CHGBHGMI_00016	gene	1491				
CHGBHGMI_00016	CDS	1491		3.4.21.-		putative CtpA-like serine protease
CHGBHGMI_00017	gene	510				
CHGBHGMI_00017	CDS	510				hypothetical protein
CHGBHGMI_00018	gene	1071	murG			
CHGBHGMI_00018	CDS	1071	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
CHGBHGMI_00019	gene	615				
CHGBHGMI_00019	CDS	615				hypothetical protein
CHGBHGMI_00020	gene	201				
CHGBHGMI_00020	CDS	201				hypothetical protein
CHGBHGMI_00021	gene	660	arlR			
CHGBHGMI_00021	CDS	660	arlR		COG0745	Response regulator ArlR
CHGBHGMI_00022	gene	1356	arlS			
CHGBHGMI_00022	CDS	1356	arlS	2.7.13.3		Signal transduction histidine-protein kinase ArlS
