locus_tag	ftype	length_bp	gene	EC_number	COG	product
GMIBJNNK_00001	gene	768				
GMIBJNNK_00001	CDS	768				IS21 family transposase IS712
GMIBJNNK_00002	gene	393				
GMIBJNNK_00002	CDS	393				hypothetical protein
GMIBJNNK_00003	gene	390				
GMIBJNNK_00003	CDS	390				hypothetical protein
GMIBJNNK_00004	gene	375				
GMIBJNNK_00004	CDS	375				hypothetical protein
GMIBJNNK_00005	gene	474				
GMIBJNNK_00005	CDS	474				hypothetical protein
GMIBJNNK_00006	gene	414				
GMIBJNNK_00006	CDS	414				hypothetical protein
GMIBJNNK_00007	gene	1263				
GMIBJNNK_00007	CDS	1263				hypothetical protein
GMIBJNNK_00008	gene	291				
GMIBJNNK_00008	CDS	291				hypothetical protein
GMIBJNNK_00009	gene	348				
GMIBJNNK_00009	CDS	348				hypothetical protein
