locus_tag	ftype	length_bp	gene	EC_number	COG	product
PFPKOGCO_00001	gene	768				
PFPKOGCO_00001	CDS	768				IS21 family transposase IS712
PFPKOGCO_00002	gene	393				
PFPKOGCO_00002	CDS	393				hypothetical protein
PFPKOGCO_00003	gene	390				
PFPKOGCO_00003	CDS	390				hypothetical protein
PFPKOGCO_00004	gene	375				
PFPKOGCO_00004	CDS	375				hypothetical protein
PFPKOGCO_00005	gene	474				
PFPKOGCO_00005	CDS	474				hypothetical protein
PFPKOGCO_00006	gene	414				
PFPKOGCO_00006	CDS	414				hypothetical protein
PFPKOGCO_00007	gene	1056				
PFPKOGCO_00007	CDS	1056				hypothetical protein
