locus_tag	ftype	length_bp	gene	EC_number	COG	product
FCAOMNPL_00001	gene	273				
FCAOMNPL_00001	CDS	273				hypothetical protein
FCAOMNPL_00002	gene	222				
FCAOMNPL_00002	CDS	222				IS200/IS605 family transposase ISSep3
FCAOMNPL_00003	gene	327				
FCAOMNPL_00003	CDS	327				hypothetical protein
FCAOMNPL_00004	gene	291	repE			
FCAOMNPL_00004	CDS	291	repE			Replication initiation protein
FCAOMNPL_00005	gene	546	repN			
FCAOMNPL_00005	CDS	546	repN			Replication initiation protein
FCAOMNPL_00006	gene	195				
FCAOMNPL_00006	CDS	195				hypothetical protein
FCAOMNPL_00007	gene	348				
FCAOMNPL_00007	CDS	348				hypothetical protein
