locus_tag	ftype	length_bp	gene	EC_number	COG	product
HFFEDDFJ_00001	gene	1515	ebh			
HFFEDDFJ_00001	CDS	1515	ebh			Extracellular matrix-binding protein ebh
HFFEDDFJ_00002	gene	402	rnhA			
HFFEDDFJ_00002	CDS	402	rnhA		COG0328	14.7 kDa ribonuclease H-like protein
HFFEDDFJ_00003	gene	705				
HFFEDDFJ_00003	CDS	705				queuosine precursor transporter
HFFEDDFJ_00004	gene	252				
HFFEDDFJ_00004	CDS	252				hypothetical protein
HFFEDDFJ_00005	gene	1125				
HFFEDDFJ_00005	CDS	1125				hypothetical protein
HFFEDDFJ_00006	gene	438				
HFFEDDFJ_00006	CDS	438				hypothetical protein
HFFEDDFJ_00007	gene	957	thyA			
HFFEDDFJ_00007	CDS	957	thyA	2.1.1.45	COG0207	Thymidylate synthase
HFFEDDFJ_00008	gene	480	folA			
HFFEDDFJ_00008	CDS	480	folA	1.5.1.3	COG0262	Dihydrofolate reductase
HFFEDDFJ_00009	gene	840				
HFFEDDFJ_00009	CDS	840				DegV domain-containing protein
HFFEDDFJ_00010	gene	534	msrA2			
HFFEDDFJ_00010	CDS	534	msrA2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA 2
HFFEDDFJ_00011	gene	429	msrB			
HFFEDDFJ_00011	CDS	429	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
HFFEDDFJ_00012	gene	501	crr			
HFFEDDFJ_00012	CDS	501	crr			PTS system glucose-specific EIIA component
HFFEDDFJ_00013	gene	222				
HFFEDDFJ_00013	CDS	222				hypothetical protein
HFFEDDFJ_00014	gene	1491				
HFFEDDFJ_00014	CDS	1491		3.4.21.-		putative CtpA-like serine protease
HFFEDDFJ_00015	gene	510				
HFFEDDFJ_00015	CDS	510				hypothetical protein
HFFEDDFJ_00016	gene	1071	murG			
HFFEDDFJ_00016	CDS	1071	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
HFFEDDFJ_00017	gene	615				
HFFEDDFJ_00017	CDS	615				hypothetical protein
HFFEDDFJ_00018	gene	201				
HFFEDDFJ_00018	CDS	201				hypothetical protein
HFFEDDFJ_00019	gene	660	arlR			
HFFEDDFJ_00019	CDS	660	arlR		COG0745	Response regulator ArlR
HFFEDDFJ_00020	gene	1356	arlS			
HFFEDDFJ_00020	CDS	1356	arlS	2.7.13.3		Signal transduction histidine-protein kinase ArlS
HFFEDDFJ_00021	gene	2799	odhA			
HFFEDDFJ_00021	CDS	2799	odhA	1.2.4.2		2-oxoglutarate dehydrogenase E1 component
HFFEDDFJ_00022	gene	1269	odhB			
HFFEDDFJ_00022	CDS	1269	odhB	2.3.1.61		Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
