locus_tag	ftype	length_bp	gene	EC_number	COG	product
KCOELLMG_00001	gene	201	cspA			
KCOELLMG_00001	CDS	201	cspA		COG1278	Cold shock protein CspA
KCOELLMG_00002	gene	687	nuc			
KCOELLMG_00002	CDS	687	nuc	3.1.31.1	COG1525	Thermonuclease
KCOELLMG_00003	gene	522				
KCOELLMG_00003	CDS	522				hypothetical protein
KCOELLMG_00004	gene	1023	ssp			
KCOELLMG_00004	CDS	1023	ssp			Extracellular matrix protein-binding protein emp
KCOELLMG_00005	gene	1509				
KCOELLMG_00005	CDS	1509				hypothetical protein
KCOELLMG_00006	gene	2652				
KCOELLMG_00006	CDS	2652				hypothetical protein
KCOELLMG_00007	gene	531				
KCOELLMG_00007	CDS	531				hypothetical protein
KCOELLMG_00008	gene	522				
KCOELLMG_00008	CDS	522				hypothetical protein
KCOELLMG_00009	gene	729				
KCOELLMG_00009	CDS	729				hypothetical protein
KCOELLMG_00010	gene	359	ssrA			
KCOELLMG_00010	tmRNA	359	ssrA			transfer-messenger RNA, SsrA
KCOELLMG_00011	gene	465	smpB			
KCOELLMG_00011	CDS	465	smpB		COG0691	SsrA-binding protein
KCOELLMG_00012	gene	2373	rnr			
KCOELLMG_00012	CDS	2373	rnr	3.1.13.1	COG0557	Ribonuclease R
KCOELLMG_00013	gene	741	est			
KCOELLMG_00013	CDS	741	est	3.1.1.1		Carboxylesterase
KCOELLMG_00014	gene	234	secG			
KCOELLMG_00014	CDS	234	secG		COG1314	putative protein-export membrane protein SecG
KCOELLMG_00015	gene	459				
KCOELLMG_00015	CDS	459				hypothetical protein
KCOELLMG_00016	gene	1305	eno			
KCOELLMG_00016	CDS	1305	eno	4.2.1.11		Enolase
KCOELLMG_00017	gene	1518	gpmI			
KCOELLMG_00017	CDS	1518	gpmI	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
KCOELLMG_00018	gene	762	tpiA			
KCOELLMG_00018	CDS	762	tpiA	5.3.1.1		Triosephosphate isomerase
KCOELLMG_00019	gene	1191	pgk			
KCOELLMG_00019	CDS	1191	pgk	2.7.2.3		Phosphoglycerate kinase
KCOELLMG_00020	gene	1011	gapA1			
KCOELLMG_00020	CDS	1011	gapA1	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase 1
KCOELLMG_00021	gene	1014	cggR			
KCOELLMG_00021	CDS	1014	cggR		COG2390	Central glycolytic genes regulator
KCOELLMG_00022	gene	630				
KCOELLMG_00022	CDS	630				hypothetical protein
KCOELLMG_00023	gene	903				
KCOELLMG_00023	CDS	903				Epimerase family protein
KCOELLMG_00024	gene	1635	mleS			
KCOELLMG_00024	CDS	1635	mleS	4.1.1.101	COG0281	Malolactic enzyme
KCOELLMG_00025	gene	588	clpP			
KCOELLMG_00025	CDS	588	clpP	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
KCOELLMG_00026	gene	73				
KCOELLMG_00026	tRNA	73				tRNA-Arg(ccg)
KCOELLMG_00027	gene	945	whiA			
KCOELLMG_00027	CDS	945	whiA		COG1481	putative cell division protein WhiA
KCOELLMG_00028	gene	996				
KCOELLMG_00028	CDS	996			COG0391	Gluconeogenesis factor
KCOELLMG_00029	gene	912				
KCOELLMG_00029	CDS	912				Nucleotide-binding protein
KCOELLMG_00030	gene	936	trxB			
KCOELLMG_00030	CDS	936	trxB	1.8.1.9		Thioredoxin reductase
KCOELLMG_00031	gene	1440				
KCOELLMG_00031	CDS	1440				hypothetical protein
KCOELLMG_00032	gene	486	dapH			
KCOELLMG_00032	CDS	486	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
KCOELLMG_00033	gene	840	lgt			
KCOELLMG_00033	CDS	840	lgt	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
KCOELLMG_00034	gene	933	hprK			
KCOELLMG_00034	CDS	933	hprK	2.7.11.-		HPr kinase/phosphorylase
KCOELLMG_00035	gene	2847	uvrA			
KCOELLMG_00035	CDS	2847	uvrA			UvrABC system protein A
KCOELLMG_00036	gene	1986	uvrB			
KCOELLMG_00036	CDS	1986	uvrB			UvrABC system protein B
KCOELLMG_00037	gene	237				
KCOELLMG_00037	CDS	237				hypothetical protein
KCOELLMG_00038	gene	669	yfbR			
KCOELLMG_00038	CDS	669	yfbR	3.1.3.89		5'-deoxynucleotidase YfbR
KCOELLMG_00039	gene	840				
KCOELLMG_00039	CDS	840		3.5.1.28	COG1388	putative autolysin LDP
KCOELLMG_00040	gene	996	prfB			
KCOELLMG_00040	CDS	996	prfB			Peptide chain release factor 2
KCOELLMG_00041	gene	2532	secA1			
KCOELLMG_00041	CDS	2532	secA1			Protein translocase subunit SecA 1
KCOELLMG_00042	gene	573	hpf			
KCOELLMG_00042	CDS	573	hpf			Ribosome hibernation promotion factor
KCOELLMG_00043	gene	675				
KCOELLMG_00043	CDS	675				hypothetical protein
KCOELLMG_00044	gene	1083	comFA			
KCOELLMG_00044	CDS	1083	comFA	3.6.4.12	COG4098	ComF operon protein 1
KCOELLMG_00045	gene	549				
KCOELLMG_00045	CDS	549			COG1307	DegV domain-containing protein
