locus_tag	ftype	length_bp	gene	EC_number	COG	product
HCOBJECM_00001	gene	126				
HCOBJECM_00001	CDS	126				hypothetical protein
HCOBJECM_00002	gene	507				
HCOBJECM_00002	CDS	507				hypothetical protein
HCOBJECM_00003	gene	396	flr			
HCOBJECM_00003	CDS	396	flr			FPRL1 inhibitory protein
HCOBJECM_00004	gene	330				
HCOBJECM_00004	CDS	330				hypothetical protein
HCOBJECM_00005	gene	168				
HCOBJECM_00005	CDS	168				hypothetical protein
HCOBJECM_00006	gene	504				
HCOBJECM_00006	CDS	504		3.1.4.-		Putative metallophosphoesterase MG207 
HCOBJECM_00007	gene	588				
HCOBJECM_00007	CDS	588		3.6.1.66		dITP/XTP pyrophosphatase
HCOBJECM_00008	gene	801	murI			
HCOBJECM_00008	CDS	801	murI	5.1.1.3		Glutamate racemase
HCOBJECM_00009	gene	816	frdB			
HCOBJECM_00009	CDS	816	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
HCOBJECM_00010	gene	1767	frdA			
HCOBJECM_00010	CDS	1767	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
HCOBJECM_00011	gene	615	sdhC			
HCOBJECM_00011	CDS	615	sdhC		COG2009	Succinate dehydrogenase cytochrome b558 subunit
HCOBJECM_00012	gene	1782	uvrC			
HCOBJECM_00012	CDS	1782	uvrC		COG0322	UvrABC system protein C
HCOBJECM_00013	gene	315	trxA			
HCOBJECM_00013	CDS	315	trxA		COG0526	Thioredoxin
HCOBJECM_00014	gene	1161	mutS2			
HCOBJECM_00014	CDS	1161	mutS2	3.1.-.-		Endonuclease MutS2
