locus_tag	ftype	length_bp	gene	EC_number	COG	product
KPFLFOMC_00001	gene	1536	yfkN			
KPFLFOMC_00001	CDS	1536	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
KPFLFOMC_00002	gene	1545				
KPFLFOMC_00002	CDS	1545				hypothetical protein
KPFLFOMC_00003	gene	957	phnD2			
KPFLFOMC_00003	CDS	957	phnD2		COG3221	putative ABC transporter phosphonate/phosphite binding protein PhnD2
KPFLFOMC_00004	gene	774	glnQ			
KPFLFOMC_00004	CDS	774	glnQ			Glutamine transport ATP-binding protein GlnQ
KPFLFOMC_00005	gene	801	phnE_1			
KPFLFOMC_00005	CDS	801	phnE_1		COG3639	Phosphate-import permease protein PhnE
KPFLFOMC_00006	gene	816	phnE_2			
KPFLFOMC_00006	CDS	816	phnE_2		COG3639	Phosphate-import permease protein PhnE
KPFLFOMC_00007	gene	1179	deoB			
KPFLFOMC_00007	CDS	1179	deoB	5.4.2.7		Phosphopentomutase
KPFLFOMC_00008	gene	663	deoC1			
KPFLFOMC_00008	CDS	663	deoC1	4.1.2.4		Deoxyribose-phosphate aldolase 1
KPFLFOMC_00009	gene	1359	tet(38)			
KPFLFOMC_00009	CDS	1359	tet(38)			tetracycline efflux MFS transporter Tet(38)
KPFLFOMC_00010	gene	522	deoD			
KPFLFOMC_00010	CDS	522	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
