locus_tag	ftype	length_bp	gene	EC_number	COG	product
CGHAHJMC_00001	gene	192				
CGHAHJMC_00001	CDS	192				hypothetical protein
CGHAHJMC_00002	gene	93				
CGHAHJMC_00002	CDS	93				hypothetical protein
CGHAHJMC_00003	gene	795				
CGHAHJMC_00003	CDS	795				putative protein
CGHAHJMC_00004	gene	288				
CGHAHJMC_00004	CDS	288				hypothetical protein
CGHAHJMC_00005	gene	327				
CGHAHJMC_00005	CDS	327				hypothetical protein
CGHAHJMC_00006	gene	1275				
CGHAHJMC_00006	CDS	1275				hypothetical protein
CGHAHJMC_00007	gene	774				
CGHAHJMC_00007	CDS	774				putative protein
CGHAHJMC_00008	gene	783				
CGHAHJMC_00008	CDS	783				putative lipoprotein
CGHAHJMC_00009	gene	753				
CGHAHJMC_00009	CDS	753				putative lipoprotein
CGHAHJMC_00010	gene	2862	uvrB			
CGHAHJMC_00010	CDS	2862	uvrB			UvrABC system protein B
CGHAHJMC_00011	gene	393	nudG			
CGHAHJMC_00011	CDS	393	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
CGHAHJMC_00012	gene	1836	pgcA			
CGHAHJMC_00012	CDS	1836	pgcA	5.4.2.2	COG1109	Phosphoglucomutase
CGHAHJMC_00013	gene	267				
CGHAHJMC_00013	CDS	267				hypothetical protein
CGHAHJMC_00014	gene	309				
CGHAHJMC_00014	CDS	309				hypothetical protein
CGHAHJMC_00015	gene	171				
CGHAHJMC_00015	CDS	171				hypothetical protein
CGHAHJMC_00016	gene	1194				
CGHAHJMC_00016	CDS	1194				hypothetical protein
CGHAHJMC_00017	gene	459				
CGHAHJMC_00017	CDS	459				Putative surface protein
CGHAHJMC_00018	gene	2076	sasG			
CGHAHJMC_00018	CDS	2076	sasG			Surface protein G
CGHAHJMC_00019	gene	357	sarT			
CGHAHJMC_00019	CDS	357	sarT			HTH-type transcriptional regulator SarT
CGHAHJMC_00020	gene	744	sarU			
CGHAHJMC_00020	CDS	744	sarU			HTH-type transcriptional regulator SarU
CGHAHJMC_00021	gene	867	gtaB			
CGHAHJMC_00021	CDS	867	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
CGHAHJMC_00022	gene	3048	fnbA			
CGHAHJMC_00022	CDS	3048	fnbA			Fibronectin-binding protein A
CGHAHJMC_00023	gene	201				
CGHAHJMC_00023	CDS	201				hypothetical protein
CGHAHJMC_00024	gene	1359	gntT			
CGHAHJMC_00024	CDS	1359	gntT		COG2610	High-affinity gluconate transporter
