locus_tag	ftype	length_bp	gene	EC_number	COG	product
KNBJAHMG_00001	gene	1536	yfkN			
KNBJAHMG_00001	CDS	1536	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
KNBJAHMG_00002	gene	1545				
KNBJAHMG_00002	CDS	1545				hypothetical protein
KNBJAHMG_00003	gene	957	phnD2			
KNBJAHMG_00003	CDS	957	phnD2		COG3221	putative ABC transporter phosphonate/phosphite binding protein PhnD2
KNBJAHMG_00004	gene	774	glnQ			
KNBJAHMG_00004	CDS	774	glnQ			Glutamine transport ATP-binding protein GlnQ
KNBJAHMG_00005	gene	801	phnE_1			
KNBJAHMG_00005	CDS	801	phnE_1		COG3639	Phosphate-import permease protein PhnE
KNBJAHMG_00006	gene	816	phnE_2			
KNBJAHMG_00006	CDS	816	phnE_2		COG3639	Phosphate-import permease protein PhnE
KNBJAHMG_00007	gene	1179	deoB			
KNBJAHMG_00007	CDS	1179	deoB	5.4.2.7		Phosphopentomutase
KNBJAHMG_00008	gene	663	deoC1			
KNBJAHMG_00008	CDS	663	deoC1	4.1.2.4		Deoxyribose-phosphate aldolase 1
KNBJAHMG_00009	gene	1359	tet(38)			
KNBJAHMG_00009	CDS	1359	tet(38)			tetracycline efflux MFS transporter Tet(38)
KNBJAHMG_00010	gene	708	deoD			
KNBJAHMG_00010	CDS	708	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
KNBJAHMG_00011	gene	756				
KNBJAHMG_00011	CDS	756				hypothetical protein
KNBJAHMG_00012	gene	600	sodM			
KNBJAHMG_00012	CDS	600	sodM	1.15.1.1		Superoxide dismutase [Mn/Fe] 2
KNBJAHMG_00013	gene	1431				
KNBJAHMG_00013	CDS	1431				hypothetical protein
KNBJAHMG_00014	gene	1239				
KNBJAHMG_00014	CDS	1239				hypothetical protein
KNBJAHMG_00015	gene	1167	wbnH			
KNBJAHMG_00015	CDS	1167	wbnH	2.4.1.306		O-antigen biosynthesis glycosyltransferase WbnH
KNBJAHMG_00016	gene	693				
KNBJAHMG_00016	CDS	693				hypothetical protein
KNBJAHMG_00017	gene	978	wbgU			
KNBJAHMG_00017	CDS	978	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
KNBJAHMG_00018	gene	777	butA			
KNBJAHMG_00018	CDS	777	butA	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
KNBJAHMG_00019	gene	627				
KNBJAHMG_00019	CDS	627				hypothetical protein
