locus_tag	ftype	length_bp	gene	EC_number	COG	product
KAFMMDNG_00001	gene	840				
KAFMMDNG_00001	CDS	840				hypothetical protein
KAFMMDNG_00002	gene	768				
KAFMMDNG_00002	CDS	768				IS21 family transposase IS712
KAFMMDNG_00003	gene	393				
KAFMMDNG_00003	CDS	393				hypothetical protein
KAFMMDNG_00004	gene	390				
KAFMMDNG_00004	CDS	390				hypothetical protein
KAFMMDNG_00005	gene	375				
KAFMMDNG_00005	CDS	375				hypothetical protein
KAFMMDNG_00006	gene	474				
KAFMMDNG_00006	CDS	474				hypothetical protein
KAFMMDNG_00007	gene	414				
KAFMMDNG_00007	CDS	414				hypothetical protein
KAFMMDNG_00008	gene	1263				
KAFMMDNG_00008	CDS	1263				hypothetical protein
KAFMMDNG_00009	gene	291				
KAFMMDNG_00009	CDS	291				hypothetical protein
KAFMMDNG_00010	gene	1080				
KAFMMDNG_00010	CDS	1080				hypothetical protein
KAFMMDNG_00011	gene	4449	essC			
KAFMMDNG_00011	CDS	4449	essC		COG1674	Type VII secretion system protein EssC
KAFMMDNG_00012	gene	1335	essB			
KAFMMDNG_00012	CDS	1335	essB		COG4499	Type VII secretion system protein EssB
KAFMMDNG_00013	gene	243	esaB			
KAFMMDNG_00013	CDS	243	esaB			Type VII secretion system accessory factor EsaB
KAFMMDNG_00014	gene	387				
KAFMMDNG_00014	CDS	387				hypothetical protein
