locus_tag	ftype	length_bp	gene	EC_number	COG	product
AAMILBOI_00001	gene	1800	dnaG			
AAMILBOI_00001	CDS	1800	dnaG	2.7.7.-	COG0358	DNA primase
AAMILBOI_00002	gene	819	yqfL			
AAMILBOI_00002	CDS	819	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
AAMILBOI_00003	gene	540	ccpN			
AAMILBOI_00003	CDS	540	ccpN		COG0517	Transcriptional repressor CcpN
AAMILBOI_00004	gene	1392	glyQS			
AAMILBOI_00004	CDS	1392	glyQS	6.1.1.14		Glycine--tRNA ligase
AAMILBOI_00005	gene	747	recO			
AAMILBOI_00005	CDS	747	recO		COG1381	DNA repair protein RecO
AAMILBOI_00006	gene	900	era			
AAMILBOI_00006	CDS	900	era			GTPase Era
AAMILBOI_00007	gene	405	cdd			
AAMILBOI_00007	CDS	405	cdd	3.5.4.5	COG0295	Cytidine deaminase
AAMILBOI_00008	gene	345	dgkA			
AAMILBOI_00008	CDS	345	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
AAMILBOI_00009	gene	468	ybeY			
AAMILBOI_00009	CDS	468	ybeY	3.1.-.-		Endoribonuclease YbeY
AAMILBOI_00010	gene	948				
AAMILBOI_00010	CDS	948			COG1702	PhoH-like protein
AAMILBOI_00011	gene	699				
AAMILBOI_00011	CDS	699				hypothetical protein
AAMILBOI_00012	gene	990				
AAMILBOI_00012	CDS	990				hypothetical protein
AAMILBOI_00013	gene	708				
AAMILBOI_00013	CDS	708				hypothetical protein
AAMILBOI_00014	gene	177	rpsU			
AAMILBOI_00014	CDS	177	rpsU			30S ribosomal protein S21
AAMILBOI_00015	gene	1347	mtaB			
AAMILBOI_00015	CDS	1347	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
AAMILBOI_00016	gene	753	rsmE			
AAMILBOI_00016	CDS	753	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
AAMILBOI_00017	gene	939	prmA			
AAMILBOI_00017	CDS	939	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
AAMILBOI_00018	gene	1140	dnaJ			
AAMILBOI_00018	CDS	1140	dnaJ			Chaperone protein DnaJ
AAMILBOI_00019	gene	1833	dnaK			
AAMILBOI_00019	CDS	1833	dnaK			Chaperone protein DnaK
AAMILBOI_00020	gene	627	grpE			
AAMILBOI_00020	CDS	627	grpE			Protein GrpE
AAMILBOI_00021	gene	978	hrcA			
AAMILBOI_00021	CDS	978	hrcA		COG1420	Heat-inducible transcription repressor HrcA
AAMILBOI_00022	gene	1125	hemW			
AAMILBOI_00022	CDS	1125	hemW		COG0635	Heme chaperone HemW
AAMILBOI_00023	gene	1824	lepA			
AAMILBOI_00023	CDS	1824	lepA	3.6.5.-	COG0481	Elongation factor 4
AAMILBOI_00024	gene	252	rpsT			
AAMILBOI_00024	CDS	252	rpsT			30S ribosomal protein S20
AAMILBOI_00025	gene	975	yqeN			
AAMILBOI_00025	CDS	975	yqeN		COG1466	putative protein YqeN
AAMILBOI_00026	gene	2181	comEC			
AAMILBOI_00026	CDS	2181	comEC		COG0658	ComE operon protein 3
AAMILBOI_00027	gene	432	tadA			
AAMILBOI_00027	CDS	432	tadA	3.5.4.33		tRNA-specific adenosine deaminase
AAMILBOI_00028	gene	678	comEA			
AAMILBOI_00028	CDS	678	comEA		COG1555	ComE operon protein 1
AAMILBOI_00029	gene	717	tam			
AAMILBOI_00029	CDS	717	tam	2.1.1.144		Trans-aconitate 2-methyltransferase
AAMILBOI_00030	gene	354	rsfS			
AAMILBOI_00030	CDS	354	rsfS		COG0799	Ribosomal silencing factor RsfS
AAMILBOI_00031	gene	585				
AAMILBOI_00031	CDS	585				hypothetical protein
AAMILBOI_00032	gene	570	nadD			
AAMILBOI_00032	CDS	570	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
AAMILBOI_00033	gene	291	yhbY			
