locus_tag	ftype	length_bp	gene	EC_number	COG	product
AGELIOHP_00001	gene	393				
AGELIOHP_00001	CDS	393				hypothetical protein
AGELIOHP_00002	gene	390				
AGELIOHP_00002	CDS	390				hypothetical protein
AGELIOHP_00003	gene	375				
AGELIOHP_00003	CDS	375				hypothetical protein
AGELIOHP_00004	gene	474				
AGELIOHP_00004	CDS	474				hypothetical protein
AGELIOHP_00005	gene	414				
AGELIOHP_00005	CDS	414				hypothetical protein
AGELIOHP_00006	gene	1263				
AGELIOHP_00006	CDS	1263				hypothetical protein
AGELIOHP_00007	gene	291				
AGELIOHP_00007	CDS	291				hypothetical protein
AGELIOHP_00008	gene	348				
AGELIOHP_00008	CDS	348				hypothetical protein
