locus_tag	ftype	length_bp	gene	EC_number	COG	product
AGBBPLPD_00001	gene	1239				
AGBBPLPD_00001	CDS	1239				hypothetical protein
AGBBPLPD_00002	gene	636				
AGBBPLPD_00002	CDS	636				hypothetical protein
AGBBPLPD_00003	gene	1077				
AGBBPLPD_00003	CDS	1077				hypothetical protein
AGBBPLPD_00004	gene	384	panD			
AGBBPLPD_00004	CDS	384	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
AGBBPLPD_00005	gene	852	panC			
AGBBPLPD_00005	CDS	852	panC	6.3.2.1		Pantothenate synthetase
AGBBPLPD_00006	gene	819	panB			
AGBBPLPD_00006	CDS	819	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
AGBBPLPD_00007	gene	861				
AGBBPLPD_00007	CDS	861		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
AGBBPLPD_00008	gene	705	aldC			
AGBBPLPD_00008	CDS	705	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
