locus_tag	ftype	length_bp	gene	EC_number	COG	product
MFDAJPNO_00001	gene	438	rbsK			
MFDAJPNO_00001	CDS	438	rbsK	2.7.1.15		Ribokinase
MFDAJPNO_00002	gene	762	COQ5			
MFDAJPNO_00002	CDS	762	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
MFDAJPNO_00003	gene	1437	bglA			
MFDAJPNO_00003	CDS	1437	bglA	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
MFDAJPNO_00004	gene	792				
MFDAJPNO_00004	CDS	792				hypothetical protein
MFDAJPNO_00005	gene	705	yydK			
MFDAJPNO_00005	CDS	705	yydK		COG2188	putative HTH-type transcriptional regulator YydK
MFDAJPNO_00006	gene	2292				
MFDAJPNO_00006	CDS	2292				hypothetical protein
MFDAJPNO_00007	gene	702	lrgB			
MFDAJPNO_00007	CDS	702	lrgB		COG1346	Antiholin-like protein LrgB
MFDAJPNO_00008	gene	444	lrgA			
MFDAJPNO_00008	CDS	444	lrgA		COG1380	Antiholin-like protein LrgA
MFDAJPNO_00009	gene	741	lytR			
MFDAJPNO_00009	CDS	741	lytR		COG3279	Sensory transduction protein LytR
MFDAJPNO_00010	gene	1740	ypdA			
MFDAJPNO_00010	CDS	1740	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
MFDAJPNO_00011	gene	675	scdA			
MFDAJPNO_00011	CDS	675	scdA		COG2846	Iron-sulfur cluster repair protein ScdA
MFDAJPNO_00012	gene	1722	tarS			
MFDAJPNO_00012	CDS	1722	tarS	2.4.1.355		Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarS
MFDAJPNO_00013	gene	1689	tarL			
MFDAJPNO_00013	CDS	1689	tarL	2.7.8.14	COG1887	Teichoic acid ribitol-phosphate polymerase TarL
MFDAJPNO_00014	gene	1053	tarJ			
MFDAJPNO_00014	CDS	1053	tarJ	1.1.1.405	COG1063	Ribulose-5-phosphate reductase 1
MFDAJPNO_00015	gene	717	tarI1			
MFDAJPNO_00015	CDS	717	tarI1	2.7.7.40		Ribitol-5-phosphate cytidylyltransferase 1
