locus_tag	ftype	length_bp	gene	EC_number	COG	product
BBCIJOPN_00001	gene	1536	yfkN			
BBCIJOPN_00001	CDS	1536	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
BBCIJOPN_00002	gene	1545				
BBCIJOPN_00002	CDS	1545				hypothetical protein
BBCIJOPN_00003	gene	957	phnD2			
BBCIJOPN_00003	CDS	957	phnD2		COG3221	putative ABC transporter phosphonate/phosphite binding protein PhnD2
BBCIJOPN_00004	gene	774	glnQ			
BBCIJOPN_00004	CDS	774	glnQ			Glutamine transport ATP-binding protein GlnQ
BBCIJOPN_00005	gene	801	phnE_1			
BBCIJOPN_00005	CDS	801	phnE_1		COG3639	Phosphate-import permease protein PhnE
BBCIJOPN_00006	gene	816	phnE_2			
BBCIJOPN_00006	CDS	816	phnE_2		COG3639	Phosphate-import permease protein PhnE
BBCIJOPN_00007	gene	1179	deoB			
BBCIJOPN_00007	CDS	1179	deoB	5.4.2.7		Phosphopentomutase
BBCIJOPN_00008	gene	663	deoC1			
BBCIJOPN_00008	CDS	663	deoC1	4.1.2.4		Deoxyribose-phosphate aldolase 1
BBCIJOPN_00009	gene	1359	tet(38)			
BBCIJOPN_00009	CDS	1359	tet(38)			tetracycline efflux MFS transporter Tet(38)
BBCIJOPN_00010	gene	708	deoD			
BBCIJOPN_00010	CDS	708	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
BBCIJOPN_00011	gene	756				
BBCIJOPN_00011	CDS	756				hypothetical protein
