locus_tag	ftype	length_bp	gene	EC_number	COG	product
GAIDFPLK_00001	gene	1557				
GAIDFPLK_00001	CDS	1557				hypothetical protein
GAIDFPLK_00002	gene	936	arcC1			
GAIDFPLK_00002	CDS	936	arcC1	2.7.2.2		Carbamate kinase 1
GAIDFPLK_00003	gene	1002	argF			
GAIDFPLK_00003	CDS	1002	argF	2.1.3.3		Ornithine carbamoyltransferase
GAIDFPLK_00004	gene	726				
GAIDFPLK_00004	CDS	726				Superantigen-like protein 13
GAIDFPLK_00005	gene	726				
GAIDFPLK_00005	CDS	726				Superantigen-like protein 13
GAIDFPLK_00006	gene	747				
GAIDFPLK_00006	CDS	747				Superantigen-like protein 13
GAIDFPLK_00007	gene	198				
GAIDFPLK_00007	CDS	198				hypothetical protein
GAIDFPLK_00008	gene	198				
GAIDFPLK_00008	CDS	198				hypothetical protein
GAIDFPLK_00009	gene	960	hly			
GAIDFPLK_00009	CDS	960	hly			Alpha-hemolysin
GAIDFPLK_00010	gene	234				
GAIDFPLK_00010	CDS	234				hypothetical protein
GAIDFPLK_00011	gene	186				
GAIDFPLK_00011	CDS	186				hypothetical protein
GAIDFPLK_00012	gene	222				
GAIDFPLK_00012	CDS	222				hypothetical protein
GAIDFPLK_00013	gene	351	scn			
GAIDFPLK_00013	CDS	351	scn			Staphylococcal complement inhibitor
GAIDFPLK_00014	gene	408	fib			
GAIDFPLK_00014	CDS	408	fib			Fibrinogen-binding protein
