locus_tag	ftype	length_bp	gene	EC_number	COG	product
OOHHBMED_00001	gene	1167				
OOHHBMED_00001	CDS	1167				hypothetical protein
OOHHBMED_00002	gene	1110				
OOHHBMED_00002	CDS	1110				hypothetical protein
OOHHBMED_00003	gene	627	dapH			
OOHHBMED_00003	CDS	627	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
OOHHBMED_00004	gene	1125	wbpI			
OOHHBMED_00004	CDS	1125	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
OOHHBMED_00005	gene	1110	wbjC			
OOHHBMED_00005	CDS	1110	wbjC	1.1.1.367		UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
OOHHBMED_00006	gene	1029	capD			
OOHHBMED_00006	CDS	1029	capD	5.1.3.2	COG1086	UDP-glucose 4-epimerase
OOHHBMED_00007	gene	855	pglF_1			
OOHHBMED_00007	CDS	855	pglF_1	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
OOHHBMED_00008	gene	1005	pglF_2			
OOHHBMED_00008	CDS	1005	pglF_2	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
OOHHBMED_00009	gene	765	ywqE			
OOHHBMED_00009	CDS	765	ywqE	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
OOHHBMED_00010	gene	687	ywqD			
OOHHBMED_00010	CDS	687	ywqD	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
OOHHBMED_00011	gene	669	cap8A			
OOHHBMED_00011	CDS	669	cap8A		COG3944	Capsular polysaccharide type 8 biosynthesis protein cap8A
OOHHBMED_00012	gene	2610	adhE			
OOHHBMED_00012	CDS	2610	adhE		COG1012	Aldehyde-alcohol dehydrogenase
OOHHBMED_00013	gene	222				
OOHHBMED_00013	CDS	222				IS200/IS605 family transposase ISSep3
OOHHBMED_00014	gene	327				
OOHHBMED_00014	CDS	327				hypothetical protein
OOHHBMED_00015	gene	291	repE			
OOHHBMED_00015	CDS	291	repE			Replication initiation protein
OOHHBMED_00016	gene	546	repN			
OOHHBMED_00016	CDS	546	repN			Replication initiation protein
OOHHBMED_00017	gene	195				
OOHHBMED_00017	CDS	195				hypothetical protein
OOHHBMED_00018	gene	1536	yfkN			
OOHHBMED_00018	CDS	1536	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
OOHHBMED_00019	gene	1545				
OOHHBMED_00019	CDS	1545				hypothetical protein
OOHHBMED_00020	gene	957	phnD2			
OOHHBMED_00020	CDS	957	phnD2		COG3221	putative ABC transporter phosphonate/phosphite binding protein PhnD2
OOHHBMED_00021	gene	774	glnQ			
OOHHBMED_00021	CDS	774	glnQ			Glutamine transport ATP-binding protein GlnQ
OOHHBMED_00022	gene	801	phnE_1			
OOHHBMED_00022	CDS	801	phnE_1		COG3639	Phosphate-import permease protein PhnE
OOHHBMED_00023	gene	816	phnE_2			
OOHHBMED_00023	CDS	816	phnE_2		COG3639	Phosphate-import permease protein PhnE
OOHHBMED_00024	gene	1179	deoB			
OOHHBMED_00024	CDS	1179	deoB	5.4.2.7		Phosphopentomutase
OOHHBMED_00025	gene	663	deoC1			
OOHHBMED_00025	CDS	663	deoC1	4.1.2.4		Deoxyribose-phosphate aldolase 1
OOHHBMED_00026	gene	1359	tet(38)			
OOHHBMED_00026	CDS	1359	tet(38)			tetracycline efflux MFS transporter Tet(38)
OOHHBMED_00027	gene	708	deoD			
OOHHBMED_00027	CDS	708	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
OOHHBMED_00028	gene	756				
OOHHBMED_00028	CDS	756				hypothetical protein
