locus_tag	ftype	length_bp	gene	EC_number	COG	product
CIDHKLLJ_00001	gene	76				
CIDHKLLJ_00001	tRNA	76				tRNA-Ala(tgc)
CIDHKLLJ_00002	gene	74				
CIDHKLLJ_00002	tRNA	74				tRNA-Pro(tgg)
CIDHKLLJ_00003	gene	77				
CIDHKLLJ_00003	tRNA	77				tRNA-Arg(acg)
CIDHKLLJ_00004	gene	89				
CIDHKLLJ_00004	tRNA	89				tRNA-Leu(taa)
CIDHKLLJ_00005	gene	75				
CIDHKLLJ_00005	tRNA	75				tRNA-Gly(gcc)
CIDHKLLJ_00006	gene	75				
CIDHKLLJ_00006	tRNA	75				tRNA-Lys(ttt)
CIDHKLLJ_00007	gene	76				
CIDHKLLJ_00007	tRNA	76				tRNA-Thr(tgt)
CIDHKLLJ_00008	gene	76				
CIDHKLLJ_00008	tRNA	76				tRNA-Val(tac)
CIDHKLLJ_00009	gene	78				
CIDHKLLJ_00009	rRNA	78				5S ribosomal RNA (partial)
CIDHKLLJ_00010	gene	1548	lysS			
CIDHKLLJ_00010	CDS	1548	lysS	6.1.1.6		Lysine--tRNA ligase
CIDHKLLJ_00011	gene	477	folK			
CIDHKLLJ_00011	CDS	477	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
CIDHKLLJ_00012	gene	366	folB			
CIDHKLLJ_00012	CDS	366	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
CIDHKLLJ_00013	gene	804	folP			
CIDHKLLJ_00013	CDS	804	folP	2.5.1.15	COG0294	Dihydropteroate synthase
CIDHKLLJ_00014	gene	933	cysK			
CIDHKLLJ_00014	CDS	933	cysK	2.5.1.47		Cysteine synthase
CIDHKLLJ_00015	gene	882	hslO			
CIDHKLLJ_00015	CDS	882	hslO			33 kDa chaperonin
CIDHKLLJ_00016	gene	1761	ftsH			
CIDHKLLJ_00016	CDS	1761	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
