locus_tag	ftype	length_bp	gene	EC_number	COG	product
MNOCLFAP_00001	gene	192				
MNOCLFAP_00001	CDS	192				hypothetical protein
MNOCLFAP_00002	gene	93				
MNOCLFAP_00002	CDS	93				hypothetical protein
MNOCLFAP_00003	gene	795				
MNOCLFAP_00003	CDS	795				putative protein
MNOCLFAP_00004	gene	288				
MNOCLFAP_00004	CDS	288				hypothetical protein
MNOCLFAP_00005	gene	327				
MNOCLFAP_00005	CDS	327				hypothetical protein
MNOCLFAP_00006	gene	1275				
MNOCLFAP_00006	CDS	1275				hypothetical protein
MNOCLFAP_00007	gene	774				
MNOCLFAP_00007	CDS	774				putative protein
MNOCLFAP_00008	gene	783				
MNOCLFAP_00008	CDS	783				putative lipoprotein
MNOCLFAP_00009	gene	753				
MNOCLFAP_00009	CDS	753				putative lipoprotein
MNOCLFAP_00010	gene	2862	uvrB			
MNOCLFAP_00010	CDS	2862	uvrB			UvrABC system protein B
MNOCLFAP_00011	gene	393	nudG			
MNOCLFAP_00011	CDS	393	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
MNOCLFAP_00012	gene	1836	pgcA			
MNOCLFAP_00012	CDS	1836	pgcA	5.4.2.2	COG1109	Phosphoglucomutase
MNOCLFAP_00013	gene	267				
MNOCLFAP_00013	CDS	267				hypothetical protein
MNOCLFAP_00014	gene	309				
MNOCLFAP_00014	CDS	309				hypothetical protein
MNOCLFAP_00015	gene	171				
MNOCLFAP_00015	CDS	171				hypothetical protein
MNOCLFAP_00016	gene	1194				
MNOCLFAP_00016	CDS	1194				hypothetical protein
MNOCLFAP_00017	gene	459				
MNOCLFAP_00017	CDS	459				Putative surface protein
MNOCLFAP_00018	gene	2076	sasG			
MNOCLFAP_00018	CDS	2076	sasG			Surface protein G
MNOCLFAP_00019	gene	357	sarT			
MNOCLFAP_00019	CDS	357	sarT			HTH-type transcriptional regulator SarT
MNOCLFAP_00020	gene	744	sarU			
MNOCLFAP_00020	CDS	744	sarU			HTH-type transcriptional regulator SarU
MNOCLFAP_00021	gene	867	gtaB			
MNOCLFAP_00021	CDS	867	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
MNOCLFAP_00022	gene	600	fnbB			
MNOCLFAP_00022	CDS	600	fnbB			Fibronectin-binding protein B
