locus_tag	ftype	length_bp	gene	EC_number	COG	product
CICOJLPI_00001	gene	165	accB			
CICOJLPI_00001	CDS	165	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
CICOJLPI_00002	gene	1356	cfiB			
CICOJLPI_00002	CDS	1356	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
CICOJLPI_00003	gene	363				
CICOJLPI_00003	CDS	363				putative protein
CICOJLPI_00004	gene	390	nusB			
CICOJLPI_00004	CDS	390	nusB			Transcription antitermination protein NusB
CICOJLPI_00005	gene	1338	xseA			
CICOJLPI_00005	CDS	1338	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
CICOJLPI_00006	gene	231	xseB			
CICOJLPI_00006	CDS	231	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
CICOJLPI_00007	gene	882				
CICOJLPI_00007	CDS	882		2.5.1.10		Farnesyl diphosphate synthase
CICOJLPI_00008	gene	453	argR			
CICOJLPI_00008	CDS	453	argR			Arginine repressor
