locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHOOANAO_00001	gene	447	perR			
EHOOANAO_00001	CDS	447	perR		COG0735	Peroxide-responsive repressor PerR
EHOOANAO_00002	gene	951	ghrB			
EHOOANAO_00002	CDS	951	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
EHOOANAO_00003	gene	456	bcp			
EHOOANAO_00003	CDS	456	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
EHOOANAO_00004	gene	1290	hemL2			
EHOOANAO_00004	CDS	1290	hemL2	5.4.3.8		Glutamate-1-semialdehyde 2,1-aminomutase 2
EHOOANAO_00005	gene	1146				
EHOOANAO_00005	CDS	1146				hypothetical protein
EHOOANAO_00006	gene	1737				
EHOOANAO_00006	CDS	1737		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
EHOOANAO_00007	gene	543				
EHOOANAO_00007	CDS	543				hypothetical protein
EHOOANAO_00008	gene	1038	mutY			
EHOOANAO_00008	CDS	1038	mutY	3.2.2.31		Adenine DNA glycosylase
EHOOANAO_00009	gene	978	yfhP			
EHOOANAO_00009	CDS	978	yfhP		COG1988	putative protein YfhP
EHOOANAO_00010	gene	231				
EHOOANAO_00010	CDS	231				hypothetical protein
EHOOANAO_00011	gene	837				
EHOOANAO_00011	CDS	837				hypothetical protein
EHOOANAO_00012	gene	1518	tagH			
EHOOANAO_00012	CDS	1518	tagH	7.5.2.4	COG1134	Teichoic acids export ATP-binding protein TagH
EHOOANAO_00013	gene	315	yfhH			
EHOOANAO_00013	CDS	315	yfhH			putative protein YfhH
EHOOANAO_00014	gene	819	recX			
EHOOANAO_00014	CDS	819	recX			Regulatory protein RecX
EHOOANAO_00015	gene	810	mgt			
EHOOANAO_00015	CDS	810	mgt	2.4.1.129		Monofunctional glycosyltransferase
EHOOANAO_00016	gene	516				
EHOOANAO_00016	CDS	516			COG0693	putative protein
EHOOANAO_00017	gene	162				
EHOOANAO_00017	CDS	162				hypothetical protein
EHOOANAO_00018	gene	186				
EHOOANAO_00018	CDS	186				hypothetical protein
EHOOANAO_00019	gene	1446	lytO			
EHOOANAO_00019	CDS	1446	lytO	3.5.1.28		putative autolysin LytO
EHOOANAO_00020	gene	438				
EHOOANAO_00020	CDS	438				hypothetical protein
EHOOANAO_00021	gene	396				
EHOOANAO_00021	CDS	396				hypothetical protein
EHOOANAO_00022	gene	1173				
EHOOANAO_00022	CDS	1173				hypothetical protein
EHOOANAO_00023	gene	1899				
EHOOANAO_00023	CDS	1899				hypothetical protein
EHOOANAO_00024	gene	300				
EHOOANAO_00024	CDS	300				hypothetical protein
EHOOANAO_00025	gene	177				
EHOOANAO_00025	CDS	177				hypothetical protein
EHOOANAO_00026	gene	378				
EHOOANAO_00026	CDS	378				hypothetical protein
EHOOANAO_00027	gene	1824				
EHOOANAO_00027	CDS	1824				hypothetical protein
EHOOANAO_00028	gene	1911				
EHOOANAO_00028	CDS	1911				hypothetical protein
EHOOANAO_00029	gene	1902				
EHOOANAO_00029	CDS	1902				hypothetical protein
EHOOANAO_00030	gene	948				
EHOOANAO_00030	CDS	948				hypothetical protein
EHOOANAO_00031	gene	3468				
EHOOANAO_00031	CDS	3468				hypothetical protein
EHOOANAO_00032	gene	345				
EHOOANAO_00032	CDS	345				hypothetical protein
EHOOANAO_00033	gene	366				
EHOOANAO_00033	CDS	366				hypothetical protein
EHOOANAO_00034	gene	582				
EHOOANAO_00034	CDS	582				hypothetical protein
EHOOANAO_00035	gene	384				
EHOOANAO_00035	CDS	384				hypothetical protein
EHOOANAO_00036	gene	348				
EHOOANAO_00036	CDS	348				hypothetical protein
EHOOANAO_00037	gene	303				
EHOOANAO_00037	CDS	303				hypothetical protein
EHOOANAO_00038	gene	333				
EHOOANAO_00038	CDS	333				hypothetical protein
EHOOANAO_00039	gene	288				
EHOOANAO_00039	CDS	288				hypothetical protein
EHOOANAO_00040	gene	975				
EHOOANAO_00040	CDS	975				hypothetical protein
EHOOANAO_00041	gene	621				
EHOOANAO_00041	CDS	621				hypothetical protein
EHOOANAO_00042	gene	171				
EHOOANAO_00042	CDS	171				hypothetical protein
EHOOANAO_00043	gene	996				
EHOOANAO_00043	CDS	996				hypothetical protein
EHOOANAO_00044	gene	1536				
EHOOANAO_00044	CDS	1536				hypothetical protein
EHOOANAO_00045	gene	1278				
EHOOANAO_00045	CDS	1278				hypothetical protein
EHOOANAO_00046	gene	441				
EHOOANAO_00046	CDS	441				hypothetical protein
EHOOANAO_00047	gene	423				
EHOOANAO_00047	CDS	423				hypothetical protein
EHOOANAO_00048	gene	174				
EHOOANAO_00048	CDS	174				hypothetical protein
EHOOANAO_00049	gene	387				
EHOOANAO_00049	CDS	387				hypothetical protein
EHOOANAO_00050	gene	237				
EHOOANAO_00050	CDS	237				hypothetical protein
EHOOANAO_00051	gene	237				
EHOOANAO_00051	CDS	237				hypothetical protein
EHOOANAO_00052	gene	174				
EHOOANAO_00052	CDS	174				hypothetical protein
EHOOANAO_00053	gene	510	dut			
EHOOANAO_00053	CDS	510	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
EHOOANAO_00054	gene	243				
EHOOANAO_00054	CDS	243				hypothetical protein
EHOOANAO_00055	gene	237				
EHOOANAO_00055	CDS	237				hypothetical protein
EHOOANAO_00056	gene	372				
EHOOANAO_00056	CDS	372				hypothetical protein
EHOOANAO_00057	gene	243				
EHOOANAO_00057	CDS	243				hypothetical protein
EHOOANAO_00058	gene	369				
EHOOANAO_00058	CDS	369				hypothetical protein
EHOOANAO_00059	gene	405				
EHOOANAO_00059	CDS	405				hypothetical protein
EHOOANAO_00060	gene	219				
