locus_tag	ftype	length_bp	gene	EC_number	COG	product
CFLMPIEH_00001	gene	282				
CFLMPIEH_00001	CDS	282				hypothetical protein
CFLMPIEH_00002	gene	696				
CFLMPIEH_00002	CDS	696		1.-.-.-		putative oxidoreductase
CFLMPIEH_00003	gene	423				
CFLMPIEH_00003	CDS	423				hypothetical protein
CFLMPIEH_00004	gene	420				
CFLMPIEH_00004	CDS	420				hypothetical protein
CFLMPIEH_00005	gene	426				
CFLMPIEH_00005	CDS	426				hypothetical protein
CFLMPIEH_00006	gene	423				
CFLMPIEH_00006	CDS	423				hypothetical protein
CFLMPIEH_00007	gene	1539	abgT			
CFLMPIEH_00007	CDS	1539	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
CFLMPIEH_00008	gene	819	bacC			
CFLMPIEH_00008	CDS	819	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
CFLMPIEH_00009	gene	366				
CFLMPIEH_00009	CDS	366				hypothetical protein
CFLMPIEH_00010	gene	822	cntK			
CFLMPIEH_00010	CDS	822	cntK	5.1.1.24		Histidine racemase
CFLMPIEH_00011	gene	819	cntL			
CFLMPIEH_00011	CDS	819	cntL	2.5.1.152		D-histidine 2-aminobutanoyltransferase
