locus_tag	ftype	length_bp	gene	EC_number	COG	product
JJAHEJNG_00001	gene	768				
JJAHEJNG_00001	CDS	768				IS21 family transposase IS712
JJAHEJNG_00002	gene	393				
JJAHEJNG_00002	CDS	393				hypothetical protein
JJAHEJNG_00003	gene	390				
JJAHEJNG_00003	CDS	390				hypothetical protein
JJAHEJNG_00004	gene	375				
JJAHEJNG_00004	CDS	375				hypothetical protein
JJAHEJNG_00005	gene	474				
JJAHEJNG_00005	CDS	474				hypothetical protein
JJAHEJNG_00006	gene	414				
JJAHEJNG_00006	CDS	414				hypothetical protein
JJAHEJNG_00007	gene	1263				
JJAHEJNG_00007	CDS	1263				hypothetical protein
JJAHEJNG_00008	gene	291				
JJAHEJNG_00008	CDS	291				hypothetical protein
JJAHEJNG_00009	gene	1080				
JJAHEJNG_00009	CDS	1080				hypothetical protein
JJAHEJNG_00010	gene	600	essC			
JJAHEJNG_00010	CDS	600	essC		COG1674	Type VII secretion system protein EssC
