locus_tag	ftype	length_bp	gene	EC_number	COG	product
PNPDPCJG_00001	gene	216				
PNPDPCJG_00001	CDS	216				hypothetical protein
PNPDPCJG_00002	gene	117				
PNPDPCJG_00002	CDS	117				hypothetical protein
PNPDPCJG_00003	gene	360	yfmC_1			
PNPDPCJG_00003	CDS	360	yfmC_1		COG4594	Fe(3+)-citrate-binding protein YfmC
PNPDPCJG_00004	gene	537	yfmC_2			
PNPDPCJG_00004	CDS	537	yfmC_2		COG4594	Fe(3+)-citrate-binding protein YfmC
PNPDPCJG_00005	gene	378				
PNPDPCJG_00005	CDS	378				hypothetical protein
PNPDPCJG_00006	gene	138	tarM			
PNPDPCJG_00006	CDS	138	tarM	2.4.1.70		Poly(ribitol-phosphate) alpha-N-acetylglucosaminyltransferase
PNPDPCJG_00007	gene	132				
PNPDPCJG_00007	CDS	132				hypothetical protein
PNPDPCJG_00008	gene	207				
PNPDPCJG_00008	CDS	207				hypothetical protein
