locus_tag	ftype	length_bp	gene	EC_number	COG	product
GHCIEDJE_00001	gene	627	dapH			
GHCIEDJE_00001	CDS	627	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
GHCIEDJE_00002	gene	1125	wbpI			
GHCIEDJE_00002	CDS	1125	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
GHCIEDJE_00003	gene	1110	wbjC			
GHCIEDJE_00003	CDS	1110	wbjC	1.1.1.367		UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
GHCIEDJE_00004	gene	1029	capD			
GHCIEDJE_00004	CDS	1029	capD	5.1.3.2	COG1086	UDP-glucose 4-epimerase
GHCIEDJE_00005	gene	1635	pglF			
GHCIEDJE_00005	CDS	1635	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
GHCIEDJE_00006	gene	765	ywqE			
GHCIEDJE_00006	CDS	765	ywqE	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
GHCIEDJE_00007	gene	687	ywqD			
GHCIEDJE_00007	CDS	687	ywqD	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
GHCIEDJE_00008	gene	618	cap8A			
GHCIEDJE_00008	CDS	618	cap8A		COG3944	Capsular polysaccharide type 8 biosynthesis protein cap8A
